t (s); p (bar); mp_in (kg/s); mp_out (kg/s)
0.000000e+00; 4.300000e+05, 0.000000e+00, 0.000000e+00
7.322330e-04; 4.300004e+05, 0.000000e+00, 0.000000e+00
1.464466e-03; 4.300008e+05, 0.000000e+00, 0.000000e+00
2.196699e-03; 4.300012e+05, 0.000000e+00, 0.000000e+00
2.928932e-03; 4.300016e+05, 0.000000e+00, 0.000000e+00
3.661165e-03; 4.300020e+05, 0.000000e+00, 0.000000e+00
4.393398e-03; 4.300023e+05, 0.000000e+00, 0.000000e+00
5.125631e-03; 4.300027e+05, 0.000000e+00, 0.000000e+00
5.857864e-03; 4.300030e+05, 0.000000e+00, 0.000000e+00
6.590097e-03; 4.300032e+05, 0.000000e+00, 0.000000e+00
7.322330e-03; 4.300035e+05, 0.000000e+00, 0.000000e+00
8.054563e-03; 4.300037e+05, 0.000000e+00, 0.000000e+00
8.786796e-03; 4.300038e+05, 0.000000e+00, 0.000000e+00
9.519029e-03; 4.300039e+05, 0.000000e+00, 0.000000e+00
1.025126e-02; 4.300040e+05, 0.000000e+00, 0.000000e+00
1.098349e-02; 4.300040e+05, 0.000000e+00, 0.000000e+00
1.171573e-02; 4.300040e+05, 0.000000e+00, 0.000000e+00
1.244796e-02; 4.300041e+05, 0.000000e+00, 0.000000e+00
1.318019e-02; 4.300041e+05, 0.000000e+00, 0.000000e+00
1.391243e-02; 4.300042e+05, 0.000000e+00, 0.000000e+00
1.464466e-02; 4.300043e+05, 0.000000e+00, 0.000000e+00
1.537689e-02; 4.300045e+05, 0.000000e+00, 0.000000e+00
1.610913e-02; 4.300046e+05, 0.000000e+00, 0.000000e+00
1.684136e-02; 4.300048e+05, 0.000000e+00, 0.000000e+00
1.757359e-02; 4.300050e+05, 0.000000e+00, 0.000000e+00
1.830582e-02; 4.300052e+05, 0.000000e+00, 0.000000e+00
1.903806e-02; 4.300054e+05, 0.000000e+00, 0.000000e+00
1.977029e-02; 4.300056e+05, 0.000000e+00, 0.000000e+00
2.050252e-02; 4.300058e+05, 0.000000e+00, 0.000000e+00
2.123476e-02; 4.300060e+05, 0.000000e+00, 0.000000e+00
2.196699e-02; 4.300062e+05, 0.000000e+00, 0.000000e+00
2.269922e-02; 4.300064e+05, 0.000000e+00, 0.000000e+00
2.343146e-02; 4.300065e+05, 0.000000e+00, 0.000000e+00
2.416369e-02; 4.300067e+05, 0.000000e+00, 0.000000e+00
2.489592e-02; 4.300069e+05, 0.000000e+00, 0.000000e+00
2.562815e-02; 4.300070e+05, 0.000000e+00, 0.000000e+00
2.636039e-02; 4.300071e+05, 0.000000e+00, 0.000000e+00
