t (s);p(0) (bar); p(L) (bar);v(0) m/s; v(L) (m/s);T(0) (C); T(L) (C);rho(0) (kg/m3); rho(L) (kg/m3);mp(0) (kg/s), mp(L) (kg/s)
4.943471e-01; 1.100000e+00; 1.096768e+00; 1.613337e+01; 1.631134e+01; 2.930000e+02; 2.930748e+02; 1.308107e+00; 1.303931e+00; 1.657517e-01; 1.670452e-01
4.949448e-01; 1.100000e+00; 1.096764e+00; 1.613418e+01; 1.630803e+01; 2.930000e+02; 2.930734e+02; 1.308107e+00; 1.303932e+00; 1.657601e-01; 1.670116e-01
4.955425e-01; 1.100000e+00; 1.096758e+00; 1.613566e+01; 1.630432e+01; 2.930000e+02; 2.930712e+02; 1.308107e+00; 1.303934e+00; 1.657753e-01; 1.669737e-01
4.961403e-01; 1.100000e+00; 1.096748e+00; 1.613789e+01; 1.630043e+01; 2.930000e+02; 2.930682e+02; 1.308107e+00; 1.303936e+00; 1.657982e-01; 1.669341e-01
4.967380e-01; 1.100000e+00; 1.096735e+00; 1.614094e+01; 1.629660e+01; 2.930000e+02; 2.930645e+02; 1.308107e+00; 1.303937e+00; 1.658296e-01; 1.668950e-01
4.973358e-01; 1.100000e+00; 1.096720e+00; 1.614492e+01; 1.629302e+01; 2.930000e+02; 2.930602e+02; 1.308107e+00; 1.303938e+00; 1.658704e-01; 1.668585e-01
4.979336e-01; 1.100000e+00; 1.096703e+00; 1.614988e+01; 1.628989e+01; 2.930000e+02; 2.930557e+02; 1.308107e+00; 1.303938e+00; 1.659214e-01; 1.668265e-01
4.985314e-01; 1.100000e+00; 1.096686e+00; 1.615589e+01; 1.628732e+01; 2.930000e+02; 2.930512e+02; 1.308107e+00; 1.303938e+00; 1.659832e-01; 1.668002e-01
4.991292e-01; 1.100000e+00; 1.096670e+00; 1.616298e+01; 1.628540e+01; 2.930000e+02; 2.930469e+02; 1.308107e+00; 1.303938e+00; 1.660560e-01; 1.667805e-01
4.997271e-01; 1.100000e+00; 1.096655e+00; 1.617113e+01; 1.628413e+01; 2.930000e+02; 2.930429e+02; 1.308107e+00; 1.303938e+00; 1.661397e-01; 1.667674e-01
5.003249e-01; 1.100000e+00; 1.096641e+00; 1.618028e+01; 1.628346e+01; 2.930000e+02; 2.930394e+02; 1.308107e+00; 1.303937e+00; 1.662337e-01; 1.667605e-01
5.009227e-01; 1.100000e+00; 1.096628e+00; 1.619029e+01; 1.628332e+01; 2.930000e+02; 2.930363e+02; 1.308107e+00; 1.303936e+00; 1.663366e-01; 1.667589e-01
5.015204e-01; 1.100000e+00; 1.096617e+00; 1.620098e+01; 1.628357e+01; 2.930000e+02; 2.930336e+02; 1.308107e+00; 1.303934e+00; 1.664464e-01; 1.667613e-01
5.021182e-01; 1.100000e+00; 1.096606e+00; 1.621209e+01; 1.628406e+01; 2.930000e+02; 2.930311e+02; 1.308107e+00; 1.303932e+00; 1.665605e-01; 1.667661e-01
5.027159e-01; 1.100000e+00; 1.096596e+00; 1.622329e+01; 1.628465e+01; 2.930000e+02; 2.930288e+02; 1.308107e+00; 1.303931e+00; 1.666756e-01; 1.667718e-01
5.033136e-01; 1.100000e+00; 1.096585e+00; 1.623424e+01; 1.628517e+01; 2.930000e+02; 2.930264e+02; 1.308107e+00; 1.303929e+00; 1.667881e-01; 1.667770e-01
5.039112e-01; 1.100000e+00; 1.096574e+00; 1.624450e+01; 1.628552e+01; 2.930000e+02; 2.930239e+02; 1.308107e+00; 1.303926e+00; 1.668935e-01; 1.667802e-01
5.045088e-01; 1.100000e+00; 1.096561e+00; 1.625366e+01; 1.628559e+01; 2.930000e+02; 2.930211e+02; 1.308107e+00; 1.303923e+00; 1.669876e-01; 1.667806e-01
5.051063e-01; 1.100000e+00; 1.096547e+00; 1.626129e+01; 1.628533e+01; 2.930000e+02; 2.930181e+02; 1.308107e+00; 1.303920e+00; 1.670660e-01; 1.667775e-01
5.057038e-01; 1.100000e+00; 1.096532e+00; 1.626697e+01; 1.628472e+01; 2.930000e+02; 2.930148e+02; 1.308107e+00; 1.303917e+00; 1.671244e-01; 1.667709e-01
5.063013e-01; 1.100000e+00; 1.096516e+00; 1.627037e+01; 1.628379e+01; 2.930000e+02; 2.930114e+02; 1.308107e+00; 1.303913e+00; 1.671593e-01; 1.667608e-01
5.068986e-01; 1.100000e+00; 1.096499e+00; 1.627121e+01; 1.628257e+01; 2.930000e+02; 2.930080e+02; 1.308107e+00; 1.303908e+00; 1.671679e-01; 1.667477e-01
5.074960e-01; 1.100000e+00; 1.096483e+00; 1.626934e+01; 1.628114e+01; 2.930000e+02; 2.930046e+02; 1.308107e+00; 1.303903e+00; 1.671487e-01; 1.667325e-01
5.080933e-01; 1.100000e+00; 1.096467e+00; 1.626473e+01; 1.627958e+01; 2.930000e+02; 2.930015e+02; 1.308107e+00; 1.303898e+00; 1.671013e-01; 1.667158e-01
5.086906e-01; 1.100000e+00; 1.096451e+00; 1.625748e+01; 1.627796e+01; 2.930000e+02; 2.929987e+02; 1.308107e+00; 1.303892e+00; 1.670268e-01; 1.666985e-01
5.092878e-01; 1.100000e+00; 1.096438e+00; 1.624787e+01; 1.627638e+01; 2.930000e+02; 2.929964e+02; 1.308107e+00; 1.303886e+00; 1.669281e-01; 1.666815e-01
5.098851e-01; 1.100000e+00; 1.096425e+00; 1.623630e+01; 1.627488e+01; 2.930000e+02; 2.929945e+02; 1.308107e+00; 1.303880e+00; 1.668093e-01; 1.666654e-01
5.104823e-01; 1.100000e+00; 1.096415e+00; 1.622332e+01; 1.627351e+01; 2.930000e+02; 2.929931e+02; 1.308107e+00; 1.303874e+00; 1.666759e-01; 1.666505e-01
5.110794e-01; 1.100000e+00; 1.096405e+00; 1.620958e+01; 1.627230e+01; 2.930000e+02; 2.929921e+02; 1.308107e+00; 1.303867e+00; 1.665347e-01; 1.666372e-01
5.116766e-01; 1.100000e+00; 1.096397e+00; 1.619579e+01; 1.627124e+01; 2.930000e+02; 2.929914e+02; 1.308107e+00; 1.303860e+00; 1.663930e-01; 1.666255e-01
5.122737e-01; 1.100000e+00; 1.096390e+00; 1.618268e+01; 1.627031e+01; 2.930000e+02; 2.929910e+02; 1.308107e+00; 1.303854e+00; 1.662583e-01; 1.666152e-01
5.128708e-01; 1.100000e+00; 1.096383e+00; 1.617096e+01; 1.626949e+01; 2.930000e+02; 2.929907e+02; 1.308107e+00; 1.303847e+00; 1.661379e-01; 1.666059e-01
5.134678e-01; 1.100000e+00; 1.096376e+00; 1.616125e+01; 1.626873e+01; 2.930000e+02; 2.929904e+02; 1.308107e+00; 1.303840e+00; 1.660382e-01; 1.665972e-01
5.140649e-01; 1.100000e+00; 1.096370e+00; 1.615408e+01; 1.626799e+01; 2.930000e+02; 2.929902e+02; 1.308107e+00; 1.303833e+00; 1.659645e-01; 1.665888e-01
5.146619e-01; 1.100000e+00; 1.096363e+00; 1.614977e+01; 1.626724e+01; 2.930000e+02; 2.929899e+02; 1.308107e+00; 1.303827e+00; 1.659202e-01; 1.665803e-01
5.152589e-01; 1.100000e+00; 1.096356e+00; 1.614849e+01; 1.626643e+01; 2.930000e+02; 2.929895e+02; 1.308107e+00; 1.303820e+00; 1.659071e-01; 1.665712e-01
5.158559e-01; 1.100000e+00; 1.096349e+00; 1.615021e+01; 1.626557e+01; 2.930000e+02; 2.929891e+02; 1.308107e+00; 1.303813e+00; 1.659247e-01; 1.665614e-01
5.164529e-01; 1.100000e+00; 1.096342e+00; 1.615469e+01; 1.626462e+01; 2.930000e+02; 2.929887e+02; 1.308107e+00; 1.303806e+00; 1.659708e-01; 1.665509e-01
5.170499e-01; 1.100000e+00; 1.096335e+00; 1.616156e+01; 1.626361e+01; 2.930000e+02; 2.929885e+02; 1.308107e+00; 1.303800e+00; 1.660413e-01; 1.665397e-01
5.176469e-01; 1.100000e+00; 1.096329e+00; 1.617027e+01; 1.626255e+01; 2.930000e+02; 2.929883e+02; 1.308107e+00; 1.303793e+00; 1.661308e-01; 1.665280e-01
5.182439e-01; 1.100000e+00; 1.096323e+00; 1.618020e+01; 1.626146e+01; 2.930000e+02; 2.929884e+02; 1.308107e+00; 1.303786e+00; 1.662329e-01; 1.665159e-01
5.188409e-01; 1.100000e+00; 1.096319e+00; 1.619070e+01; 1.626037e+01; 2.930000e+02; 2.929888e+02; 1.308107e+00; 1.303779e+00; 1.663408e-01; 1.665038e-01
5.194379e-01; 1.100000e+00; 1.096316e+00; 1.620111e+01; 1.625930e+01; 2.930000e+02; 2.929894e+02; 1.308107e+00; 1.303773e+00; 1.664477e-01; 1.664921e-01
5.200350e-01; 1.100000e+00; 1.096314e+00; 1.621083e+01; 1.625829e+01; 2.930000e+02; 2.929905e+02; 1.308107e+00; 1.303766e+00; 1.665476e-01; 1.664809e-01
5.206320e-01; 1.100000e+00; 1.096314e+00; 1.621937e+01; 1.625735e+01; 2.930000e+02; 2.929919e+02; 1.308107e+00; 1.303760e+00; 1.666354e-01; 1.664704e-01
5.212291e-01; 1.100000e+00; 1.096316e+00; 1.622637e+01; 1.625650e+01; 2.930000e+02; 2.929938e+02; 1.308107e+00; 1.303753e+00; 1.667072e-01; 1.664610e-01
5.218262e-01; 1.100000e+00; 1.096320e+00; 1.623160e+01; 1.625575e+01; 2.930000e+02; 2.929961e+02; 1.308107e+00; 1.303748e+00; 1.667609e-01; 1.664526e-01
5.224233e-01; 1.100000e+00; 1.096325e+00; 1.623500e+01; 1.625511e+01; 2.930000e+02; 2.929989e+02; 1.308107e+00; 1.303742e+00; 1.667959e-01; 1.664453e-01
5.230204e-01; 1.100000e+00; 1.096334e+00; 1.623667e+01; 1.625457e+01; 2.930000e+02; 2.930022e+02; 1.308107e+00; 1.303737e+00; 1.668131e-01; 1.664391e-01
5.236176e-01; 1.100000e+00; 1.096345e+00; 1.623681e+01; 1.625413e+01; 2.930000e+02; 2.930061e+02; 1.308107e+00; 1.303732e+00; 1.668144e-01; 1.664340e-01
5.242147e-01; 1.100000e+00; 1.096358e+00; 1.623571e+01; 1.625378e+01; 2.930000e+02; 2.930108e+02; 1.308107e+00; 1.303728e+00; 1.668032e-01; 1.664300e-01
5.248119e-01; 1.100000e+00; 1.096376e+00; 1.623374e+01; 1.625354e+01; 2.930000e+02; 2.930161e+02; 1.308107e+00; 1.303725e+00; 1.667830e-01; 1.664270e-01
5.254091e-01; 1.100000e+00; 1.096397e+00; 1.623129e+01; 1.625338e+01; 2.930000e+02; 2.930223e+02; 1.308107e+00; 1.303723e+00; 1.667578e-01; 1.664250e-01
5.260063e-01; 1.100000e+00; 1.096422e+00; 1.622873e+01; 1.625330e+01; 2.930000e+02; 2.930293e+02; 1.308107e+00; 1.303721e+00; 1.667314e-01; 1.664241e-01
5.266035e-01; 1.100000e+00; 1.096451e+00; 1.622637e+01; 1.625331e+01; 2.930000e+02; 2.930372e+02; 1.308107e+00; 1.303720e+00; 1.667072e-01; 1.664241e-01
5.272007e-01; 1.100000e+00; 1.096484e+00; 1.622447e+01; 1.625338e+01; 2.930000e+02; 2.930459e+02; 1.308107e+00; 1.303721e+00; 1.666877e-01; 1.664249e-01
5.277979e-01; 1.100000e+00; 1.096521e+00; 1.622321e+01; 1.625351e+01; 2.930000e+02; 2.930555e+02; 1.308107e+00; 1.303723e+00; 1.666747e-01; 1.664265e-01
5.283951e-01; 1.100000e+00; 1.096562e+00; 1.622268e+01; 1.625368e+01; 2.930000e+02; 2.930657e+02; 1.308107e+00; 1.303726e+00; 1.666694e-01; 1.664286e-01
5.289923e-01; 1.100000e+00; 1.096606e+00; 1.622291e+01; 1.625385e+01; 2.930000e+02; 2.930764e+02; 1.308107e+00; 1.303731e+00; 1.666717e-01; 1.664309e-01
5.295895e-01; 1.100000e+00; 1.096652e+00; 1.622384e+01; 1.625400e+01; 2.930000e+02; 2.930873e+02; 1.308107e+00; 1.303737e+00; 1.666813e-01; 1.664332e-01
5.301867e-01; 1.100000e+00; 1.096699e+00; 1.622539e+01; 1.625409e+01; 2.930000e+02; 2.930982e+02; 1.308107e+00; 1.303744e+00; 1.666971e-01; 1.664351e-01
5.307840e-01; 1.100000e+00; 1.096746e+00; 1.622742e+01; 1.625406e+01; 2.930000e+02; 2.931087e+02; 1.308107e+00; 1.303754e+00; 1.667180e-01; 1.664360e-01
5.313812e-01; 1.100000e+00; 1.096792e+00; 1.622982e+01; 1.625388e+01; 2.930000e+02; 2.931184e+02; 1.308107e+00; 1.303764e+00; 1.667427e-01; 1.664355e-01
5.319785e-01; 1.100000e+00; 1.096834e+00; 1.623246e+01; 1.625351e+01; 2.930000e+02; 2.931270e+02; 1.308107e+00; 1.303776e+00; 1.667698e-01; 1.664332e-01
5.325758e-01; 1.100000e+00; 1.096871e+00; 1.623523e+01; 1.625291e+01; 2.930000e+02; 2.931340e+02; 1.308107e+00; 1.303789e+00; 1.667983e-01; 1.664287e-01
5.331730e-01; 1.100000e+00; 1.096902e+00; 1.623807e+01; 1.625205e+01; 2.930000e+02; 2.931391e+02; 1.308107e+00; 1.303803e+00; 1.668274e-01; 1.664217e-01
5.337703e-01; 1.100000e+00; 1.096924e+00; 1.624090e+01; 1.625092e+01; 2.930000e+02; 2.931418e+02; 1.308107e+00; 1.303818e+00; 1.668565e-01; 1.664121e-01
5.343677e-01; 1.100000e+00; 1.096938e+00; 1.624371e+01; 1.624953e+01; 2.930000e+02; 2.931421e+02; 1.308107e+00; 1.303833e+00; 1.668853e-01; 1.663998e-01
5.349650e-01; 1.100000e+00; 1.096941e+00; 1.624646e+01; 1.624792e+01; 2.930000e+02; 2.931396e+02; 1.308107e+00; 1.303848e+00; 1.669136e-01; 1.663852e-01
5.355623e-01; 1.100000e+00; 1.096934e+00; 1.624914e+01; 1.624612e+01; 2.930000e+02; 2.931343e+02; 1.308107e+00; 1.303863e+00; 1.669411e-01; 1.663687e-01
5.361596e-01; 1.100000e+00; 1.096916e+00; 1.625174e+01; 1.624422e+01; 2.930000e+02; 2.931263e+02; 1.308107e+00; 1.303877e+00; 1.669679e-01; 1.663509e-01
5.367570e-01; 1.100000e+00; 1.096887e+00; 1.625426e+01; 1.624229e+01; 2.930000e+02; 2.931158e+02; 1.308107e+00; 1.303890e+00; 1.669937e-01; 1.663328e-01
5.373543e-01; 1.100000e+00; 1.096849e+00; 1.625665e+01; 1.624045e+01; 2.930000e+02; 2.931031e+02; 1.308107e+00; 1.303901e+00; 1.670183e-01; 1.663155e-01
5.379517e-01; 1.100000e+00; 1.096803e+00; 1.625891e+01; 1.623882e+01; 2.930000e+02; 2.930888e+02; 1.308107e+00; 1.303910e+00; 1.670415e-01; 1.662999e-01
5.385490e-01; 1.100000e+00; 1.096752e+00; 1.626098e+01; 1.623751e+01; 2.930000e+02; 2.930733e+02; 1.308107e+00; 1.303918e+00; 1.670628e-01; 1.662875e-01
5.391464e-01; 1.100000e+00; 1.096697e+00; 1.626286e+01; 1.623663e+01; 2.930000e+02; 2.930575e+02; 1.308107e+00; 1.303923e+00; 1.670821e-01; 1.662792e-01
5.397437e-01; 1.100000e+00; 1.096642e+00; 1.626452e+01; 1.623629e+01; 2.930000e+02; 2.930419e+02; 1.308107e+00; 1.303927e+00; 1.670991e-01; 1.662762e-01
5.403411e-01; 1.100000e+00; 1.096588e+00; 1.626594e+01; 1.623658e+01; 2.930000e+02; 2.930273e+02; 1.308107e+00; 1.303928e+00; 1.671137e-01; 1.662792e-01
5.409385e-01; 1.100000e+00; 1.096539e+00; 1.626713e+01; 1.623755e+01; 2.930000e+02; 2.930143e+02; 1.308107e+00; 1.303927e+00; 1.671260e-01; 1.662890e-01
5.415358e-01; 1.100000e+00; 1.096496e+00; 1.626812e+01; 1.623922e+01; 2.930000e+02; 2.930035e+02; 1.308107e+00; 1.303924e+00; 1.671361e-01; 1.663058e-01
5.421332e-01; 1.100000e+00; 1.096462e+00; 1.626892e+01; 1.624159e+01; 2.930000e+02; 2.929953e+02; 1.308107e+00; 1.303920e+00; 1.671444e-01; 1.663295e-01
5.427306e-01; 1.100000e+00; 1.096437e+00; 1.626960e+01; 1.624460e+01; 2.930000e+02; 2.929899e+02; 1.308107e+00; 1.303915e+00; 1.671513e-01; 1.663597e-01
5.433279e-01; 1.100000e+00; 1.096423e+00; 1.627018e+01; 1.624819e+01; 2.930000e+02; 2.929875e+02; 1.308107e+00; 1.303908e+00; 1.671573e-01; 1.663957e-01
5.439253e-01; 1.100000e+00; 1.096419e+00; 1.627072e+01; 1.625225e+01; 2.930000e+02; 2.929879e+02; 1.308107e+00; 1.303902e+00; 1.671629e-01; 1.664363e-01
5.445227e-01; 1.100000e+00; 1.096424e+00; 1.627124e+01; 1.625664e+01; 2.930000e+02; 2.929909e+02; 1.308107e+00; 1.303895e+00; 1.671682e-01; 1.664804e-01
5.451201e-01; 1.100000e+00; 1.096437e+00; 1.627177e+01; 1.626122e+01; 2.930000e+02; 2.929960e+02; 1.308107e+00; 1.303888e+00; 1.671737e-01; 1.665264e-01
5.457174e-01; 1.100000e+00; 1.096457e+00; 1.627231e+01; 1.626583e+01; 2.930000e+02; 2.930027e+02; 1.308107e+00; 1.303882e+00; 1.671793e-01; 1.665729e-01
5.463148e-01; 1.100000e+00; 1.096481e+00; 1.627286e+01; 1.627035e+01; 2.930000e+02; 2.930103e+02; 1.308107e+00; 1.303876e+00; 1.671849e-01; 1.666185e-01
5.469122e-01; 1.100000e+00; 1.096507e+00; 1.627338e+01; 1.627463e+01; 2.930000e+02; 2.930183e+02; 1.308107e+00; 1.303871e+00; 1.671902e-01; 1.666617e-01
5.475096e-01; 1.100000e+00; 1.096533e+00; 1.627385e+01; 1.627856e+01; 2.930000e+02; 2.930261e+02; 1.308107e+00; 1.303867e+00; 1.671950e-01; 1.667014e-01
5.481069e-01; 1.100000e+00; 1.096556e+00; 1.627421e+01; 1.628206e+01; 2.930000e+02; 2.930331e+02; 1.308107e+00; 1.303864e+00; 1.671988e-01; 1.667368e-01
5.487043e-01; 1.100000e+00; 1.096576e+00; 1.627443e+01; 1.628507e+01; 2.930000e+02; 2.930389e+02; 1.308107e+00; 1.303862e+00; 1.672010e-01; 1.667673e-01
5.493017e-01; 1.100000e+00; 1.096591e+00; 1.627446e+01; 1.628755e+01; 2.930000e+02; 2.930433e+02; 1.308107e+00; 1.303860e+00; 1.672013e-01; 1.667925e-01
5.498990e-01; 1.100000e+00; 1.096600e+00; 1.627427e+01; 1.628951e+01; 2.930000e+02; 2.930462e+02; 1.308107e+00; 1.303858e+00; 1.671993e-01; 1.668124e-01
5.504964e-01; 1.100000e+00; 1.096604e+00; 1.627382e+01; 1.629097e+01; 2.930000e+02; 2.930476e+02; 1.308107e+00; 1.303856e+00; 1.671947e-01; 1.668271e-01
5.510937e-01; 1.100000e+00; 1.096603e+00; 1.627310e+01; 1.629196e+01; 2.930000e+02; 2.930476e+02; 1.308107e+00; 1.303855e+00; 1.671873e-01; 1.668370e-01
5.516910e-01; 1.100000e+00; 1.096598e+00; 1.627207e+01; 1.629253e+01; 2.930000e+02; 2.930466e+02; 1.308107e+00; 1.303853e+00; 1.671767e-01; 1.668426e-01
5.522884e-01; 1.100000e+00; 1.096589e+00; 1.627072e+01; 1.629274e+01; 2.930000e+02; 2.930449e+02; 1.308107e+00; 1.303851e+00; 1.671629e-01; 1.668445e-01
5.528857e-01; 1.100000e+00; 1.096580e+00; 1.626902e+01; 1.629263e+01; 2.930000e+02; 2.930429e+02; 1.308107e+00; 1.303848e+00; 1.671454e-01; 1.668431e-01
5.534830e-01; 1.100000e+00; 1.096570e+00; 1.626695e+01; 1.629227e+01; 2.930000e+02; 2.930410e+02; 1.308107e+00; 1.303845e+00; 1.671241e-01; 1.668390e-01
5.540803e-01; 1.100000e+00; 1.096561e+00; 1.626445e+01; 1.629171e+01; 2.930000e+02; 2.930394e+02; 1.308107e+00; 1.303842e+00; 1.670984e-01; 1.668328e-01
5.546775e-01; 1.100000e+00; 1.096555e+00; 1.626148e+01; 1.629098e+01; 2.930000e+02; 2.930386e+02; 1.308107e+00; 1.303838e+00; 1.670679e-01; 1.668249e-01
5.552748e-01; 1.100000e+00; 1.096551e+00; 1.625798e+01; 1.629014e+01; 2.930000e+02; 2.930386e+02; 1.308107e+00; 1.303834e+00; 1.670320e-01; 1.668157e-01
5.558720e-01; 1.100000e+00; 1.096552e+00; 1.625389e+01; 1.628920e+01; 2.930000e+02; 2.930396e+02; 1.308107e+00; 1.303830e+00; 1.669899e-01; 1.668056e-01
5.564693e-01; 1.100000e+00; 1.096555e+00; 1.624914e+01; 1.628821e+01; 2.930000e+02; 2.930415e+02; 1.308107e+00; 1.303825e+00; 1.669412e-01; 1.667949e-01
5.570665e-01; 1.100000e+00; 1.096562e+00; 1.624370e+01; 1.628720e+01; 2.930000e+02; 2.930443e+02; 1.308107e+00; 1.303821e+00; 1.668853e-01; 1.667840e-01
5.576638e-01; 1.100000e+00; 1.096572e+00; 1.623752e+01; 1.628620e+01; 2.930000e+02; 2.930479e+02; 1.308107e+00; 1.303817e+00; 1.668217e-01; 1.667732e-01
5.582610e-01; 1.100000e+00; 1.096584e+00; 1.623059e+01; 1.628524e+01; 2.930000e+02; 2.930520e+02; 1.308107e+00; 1.303814e+00; 1.667505e-01; 1.667630e-01
5.588582e-01; 1.100000e+00; 1.096598e+00; 1.622293e+01; 1.628436e+01; 2.930000e+02; 2.930564e+02; 1.308107e+00; 1.303811e+00; 1.666719e-01; 1.667536e-01
5.594555e-01; 1.100000e+00; 1.096613e+00; 1.621461e+01; 1.628359e+01; 2.930000e+02; 2.930610e+02; 1.308107e+00; 1.303808e+00; 1.665864e-01; 1.667454e-01
5.600528e-01; 1.100000e+00; 1.096628e+00; 1.620572e+01; 1.628297e+01; 2.930000e+02; 2.930655e+02; 1.308107e+00; 1.303806e+00; 1.664950e-01; 1.667387e-01
5.606500e-01; 1.100000e+00; 1.096643e+00; 1.619640e+01; 1.628250e+01; 2.930000e+02; 2.930697e+02; 1.308107e+00; 1.303804e+00; 1.663993e-01; 1.667337e-01
5.612473e-01; 1.100000e+00; 1.096657e+00; 1.618684e+01; 1.628221e+01; 2.930000e+02; 2.930737e+02; 1.308107e+00; 1.303803e+00; 1.663011e-01; 1.667306e-01
5.618446e-01; 1.100000e+00; 1.096670e+00; 1.617726e+01; 1.628210e+01; 2.930000e+02; 2.930773e+02; 1.308107e+00; 1.303803e+00; 1.662027e-01; 1.667294e-01
5.624419e-01; 1.100000e+00; 1.096682e+00; 1.616792e+01; 1.628216e+01; 2.930000e+02; 2.930805e+02; 1.308107e+00; 1.303802e+00; 1.661067e-01; 1.667300e-01
5.630393e-01; 1.100000e+00; 1.096693e+00; 1.615909e+01; 1.628236e+01; 2.930000e+02; 2.930834e+02; 1.308107e+00; 1.303803e+00; 1.660160e-01; 1.667320e-01
5.636367e-01; 1.100000e+00; 1.096703e+00; 1.615108e+01; 1.628265e+01; 2.930000e+02; 2.930860e+02; 1.308107e+00; 1.303803e+00; 1.659337e-01; 1.667351e-01
5.642340e-01; 1.100000e+00; 1.096712e+00; 1.614417e+01; 1.628300e+01; 2.930000e+02; 2.930883e+02; 1.308107e+00; 1.303804e+00; 1.658627e-01; 1.667389e-01
5.648314e-01; 1.100000e+00; 1.096721e+00; 1.613866e+01; 1.628336e+01; 2.930000e+02; 2.930904e+02; 1.308107e+00; 1.303805e+00; 1.658061e-01; 1.667426e-01
5.654289e-01; 1.100000e+00; 1.096730e+00; 1.613479e+01; 1.628365e+01; 2.930000e+02; 2.930923e+02; 1.308107e+00; 1.303807e+00; 1.657663e-01; 1.667458e-01
5.660263e-01; 1.100000e+00; 1.096738e+00; 1.613277e+01; 1.628385e+01; 2.930000e+02; 2.930942e+02; 1.308107e+00; 1.303808e+00; 1.657456e-01; 1.667481e-01
5.666237e-01; 1.100000e+00; 1.096746e+00; 1.613276e+01; 1.628390e+01; 2.930000e+02; 2.930959e+02; 1.308107e+00; 1.303810e+00; 1.657454e-01; 1.667488e-01
5.672211e-01; 1.100000e+00; 1.096754e+00; 1.613481e+01; 1.628379e+01; 2.930000e+02; 2.930977e+02; 1.308107e+00; 1.303812e+00; 1.657665e-01; 1.667479e-01
5.678186e-01; 1.100000e+00; 1.096762e+00; 1.613891e+01; 1.628349e+01; 2.930000e+02; 2.930993e+02; 1.308107e+00; 1.303814e+00; 1.658087e-01; 1.667451e-01
5.684160e-01; 1.100000e+00; 1.096770e+00; 1.614497e+01; 1.628301e+01; 2.930000e+02; 2.931009e+02; 1.308107e+00; 1.303816e+00; 1.658709e-01; 1.667405e-01
5.690134e-01; 1.100000e+00; 1.096777e+00; 1.615278e+01; 1.628238e+01; 2.930000e+02; 2.931024e+02; 1.308107e+00; 1.303819e+00; 1.659512e-01; 1.667343e-01
5.696107e-01; 1.100000e+00; 1.096784e+00; 1.616206e+01; 1.628163e+01; 2.930000e+02; 2.931038e+02; 1.308107e+00; 1.303821e+00; 1.660465e-01; 1.667269e-01
5.702081e-01; 1.100000e+00; 1.096791e+00; 1.617245e+01; 1.628079e+01; 2.930000e+02; 2.931051e+02; 1.308107e+00; 1.303823e+00; 1.661532e-01; 1.667186e-01
5.708054e-01; 1.100000e+00; 1.096798e+00; 1.618354e+01; 1.627990e+01; 2.930000e+02; 2.931063e+02; 1.308107e+00; 1.303826e+00; 1.662672e-01; 1.667099e-01
5.714027e-01; 1.100000e+00; 1.096804e+00; 1.619488e+01; 1.627902e+01; 2.930000e+02; 2.931073e+02; 1.308107e+00; 1.303829e+00; 1.663837e-01; 1.667012e-01
5.720000e-01; 1.100000e+00; 1.096811e+00; 1.620603e+01; 1.627817e+01; 2.930000e+02; 2.931083e+02; 1.308107e+00; 1.303832e+00; 1.664983e-01; 1.666929e-01
5.725973e-01; 1.100000e+00; 1.096816e+00; 1.621656e+01; 1.627739e+01; 2.930000e+02; 2.931092e+02; 1.308107e+00; 1.303835e+00; 1.666064e-01; 1.666852e-01
5.731945e-01; 1.100000e+00; 1.096822e+00; 1.622607e+01; 1.627668e+01; 2.930000e+02; 2.931100e+02; 1.308107e+00; 1.303838e+00; 1.667042e-01; 1.666783e-01
5.737917e-01; 1.100000e+00; 1.096827e+00; 1.623428e+01; 1.627604e+01; 2.930000e+02; 2.931106e+02; 1.308107e+00; 1.303841e+00; 1.667885e-01; 1.666723e-01
5.743889e-01; 1.100000e+00; 1.096832e+00; 1.624095e+01; 1.627548e+01; 2.930000e+02; 2.931112e+02; 1.308107e+00; 1.303844e+00; 1.668570e-01; 1.666669e-01
5.749861e-01; 1.100000e+00; 1.096836e+00; 1.624598e+01; 1.627497e+01; 2.930000e+02; 2.931116e+02; 1.308107e+00; 1.303848e+00; 1.669087e-01; 1.666621e-01
5.755833e-01; 1.100000e+00; 1.096840e+00; 1.624937e+01; 1.627448e+01; 2.930000e+02; 2.931119e+02; 1.308107e+00; 1.303851e+00; 1.669435e-01; 1.666576e-01
5.761805e-01; 1.100000e+00; 1.096843e+00; 1.625123e+01; 1.627400e+01; 2.930000e+02; 2.931121e+02; 1.308107e+00; 1.303854e+00; 1.669626e-01; 1.666530e-01
5.767776e-01; 1.100000e+00; 1.096846e+00; 1.625174e+01; 1.627349e+01; 2.930000e+02; 2.931121e+02; 1.308107e+00; 1.303858e+00; 1.669679e-01; 1.666483e-01
5.773748e-01; 1.100000e+00; 1.096848e+00; 1.625120e+01; 1.627294e+01; 2.930000e+02; 2.931119e+02; 1.308107e+00; 1.303861e+00; 1.669623e-01; 1.666430e-01
5.779720e-01; 1.100000e+00; 1.096849e+00; 1.624991e+01; 1.627232e+01; 2.930000e+02; 2.931115e+02; 1.308107e+00; 1.303864e+00; 1.669491e-01; 1.666371e-01
