t (s); x (mm); v (m/s); mdot (kg/s)
2.906965e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.914287e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.921610e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.928932e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.936254e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.943577e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.950899e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.958221e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.965544e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.972866e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.980188e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.987511e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
2.994833e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.002155e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.009478e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.016800e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.024122e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.031445e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.038767e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.046089e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.053412e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.060734e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.068056e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.075379e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.082701e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.090023e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.097346e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.104668e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.111990e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.119313e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.126635e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.133957e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.141280e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.148602e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.155924e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.163247e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.170569e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.177891e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.185213e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.192536e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.199858e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.207180e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.214503e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.221825e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.229147e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.236470e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.243792e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.251114e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.258437e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.265759e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.273081e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.280404e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.287726e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.295048e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.302371e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.309693e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.317015e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.324338e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.331660e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.338982e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.346305e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.353627e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.360949e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.368272e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.375594e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.382916e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.390239e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.397561e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.404883e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.412206e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.419528e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.426850e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.434173e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.441495e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.448817e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.456140e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.463462e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.470784e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.478107e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.485429e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.492751e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.500074e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.507396e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.514718e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.522041e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.529363e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.536685e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.544008e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.551330e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.558652e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.565975e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.573297e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.580619e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.587942e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.595264e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.602586e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.609909e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.617231e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.624553e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.631876e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.639198e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.646520e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.653843e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.661165e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.668487e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.675810e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.683132e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.690454e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.697777e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.705099e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.712421e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.719744e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.727066e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.734388e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.741711e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.749033e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.756355e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.763678e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.771000e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.778322e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.785645e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.792967e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.800289e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.807612e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.814934e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.822256e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.829579e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.836901e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.844223e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.851546e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.858868e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.866190e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.873512e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.880835e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.888157e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.895479e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.902802e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.910124e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.917446e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.924769e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.932091e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.939413e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.946736e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.954058e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.961380e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.968703e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.976025e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.983347e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.990670e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
3.997992e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.005314e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.012637e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.019959e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.027281e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.034604e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.041926e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.049248e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.056571e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.063893e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.071215e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.078538e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.085860e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.093182e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.100505e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.107827e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.115149e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.122472e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.129794e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.137116e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.144439e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.151761e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.159083e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.166406e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.173728e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.181050e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.188373e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.195695e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.203017e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.210340e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.217662e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.224984e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.232307e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.239629e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.246951e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.254274e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.261596e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.268918e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.276241e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.283563e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.290885e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.298208e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.305530e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.312852e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.320175e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.327497e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.334819e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.342142e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.349464e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.356786e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.364109e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.371431e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.378753e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.386076e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.393398e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.400720e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.408043e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.415365e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.422687e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.430010e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.437332e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.444654e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.451977e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.459299e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.466621e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.473944e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.481266e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.488588e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.495911e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.503233e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.510555e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.517878e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.525200e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.532522e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.539845e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.547167e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.554489e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.561812e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.569134e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.576456e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.583778e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.591101e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.598423e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.605745e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.613068e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.620390e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.627712e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.635035e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.642357e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.649679e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.657002e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.664324e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.671646e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.678969e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.686291e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.693613e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.700936e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.708258e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.715580e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.722903e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.730225e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.737547e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.744870e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.752192e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.759514e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.766837e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.774159e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.781481e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.788804e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.796126e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.803448e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.810771e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.818093e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.825415e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.832738e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.840060e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.847382e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.854705e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.862027e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.869349e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.876672e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.883994e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.891316e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.898639e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.905961e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.913283e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.920606e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.927928e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.935250e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.942573e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.949895e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.957217e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.964540e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.971862e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.979184e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.986507e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
4.993829e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.001151e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.008474e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.015796e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.023118e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.030441e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.037763e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.045085e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.052408e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.059730e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.067052e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.074375e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.081697e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.089019e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.096342e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.103664e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.110986e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.118309e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.125631e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.132953e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.140276e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.147598e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.154920e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.162243e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.169565e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.176887e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.184210e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.191532e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.198854e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.206177e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.213499e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.220821e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.228144e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.235466e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.242788e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.250111e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.257433e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.264755e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.272078e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.279400e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.286722e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.294044e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.301367e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.308689e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.316011e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.323334e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.330656e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.337978e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.345301e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.352623e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.359945e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.367268e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.374590e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.381912e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.389235e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.396557e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.403879e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.411202e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.418524e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.425846e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.433169e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.440491e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.447813e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.455136e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.462458e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.469780e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.477103e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.484425e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.491747e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.499070e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.506392e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.513714e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.521037e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.528359e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.535681e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.543004e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.550326e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.557648e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.564971e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.572293e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.579615e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.586938e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.594260e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.601582e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.608905e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.616227e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.623549e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.630872e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.638194e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.645516e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.652839e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.660161e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.667483e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.674806e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.682128e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.689450e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.696773e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.704095e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.711417e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.718740e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.726062e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.733384e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.740707e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.748029e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.755351e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.762674e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
5.769996e-01; 1.000000e+01; +0.000000e+00; +2.824859e+01
