t (s); p (bar); mp_in (kg/s); mp_out (kg/s)
0.000000e+00; 1.000000e+05, 0.000000e+00, 0.000000e+00
1.000000e-02; 1.011773e+05, 0.000000e+00, 0.000000e+00
2.000000e-02; 1.023545e+05, 0.000000e+00, 0.000000e+00
3.000000e-02; 1.035318e+05, 0.000000e+00, 0.000000e+00
4.000000e-02; 1.047091e+05, 0.000000e+00, 0.000000e+00
5.000000e-02; 1.058864e+05, 0.000000e+00, 0.000000e+00
6.000000e-02; 1.070636e+05, 0.000000e+00, 0.000000e+00
7.000000e-02; 1.082409e+05, 0.000000e+00, 0.000000e+00
8.000000e-02; 1.094182e+05, 0.000000e+00, 0.000000e+00
9.000000e-02; 1.105955e+05, 0.000000e+00, 0.000000e+00
1.000000e-01; 1.117727e+05, 0.000000e+00, 0.000000e+00
