t (s);p(0) (bar); p(L) (bar);v(0) m/s; v(L) (m/s);T(0) (C); T(L) (C);rho(0) (kg/m3); rho(L) (kg/m3);mp(0) (kg/s), mp(L) (kg/s)
5.086906e-01; 1.096451e+00; 1.000000e+00; 5.905030e+01; 6.487649e+01; 2.930079e+02; 2.927665e+02; 1.303852e+00; 1.190136e+00; 1.511751e-01; 1.516052e-01
5.092878e-01; 1.096438e+00; 1.000000e+00; 5.904399e+01; 6.489152e+01; 2.930049e+02; 2.927757e+02; 1.303849e+00; 1.190099e+00; 1.511586e-01; 1.516355e-01
5.098851e-01; 1.096425e+00; 1.000000e+00; 5.903792e+01; 6.490507e+01; 2.930020e+02; 2.927848e+02; 1.303847e+00; 1.190062e+00; 1.511428e-01; 1.516624e-01
5.104823e-01; 1.096415e+00; 1.000000e+00; 5.903228e+01; 6.491758e+01; 2.929995e+02; 2.927938e+02; 1.303845e+00; 1.190025e+00; 1.511282e-01; 1.516870e-01
5.110794e-01; 1.096405e+00; 1.000000e+00; 5.902720e+01; 6.492943e+01; 2.929974e+02; 2.928025e+02; 1.303843e+00; 1.189990e+00; 1.511150e-01; 1.517102e-01
5.116766e-01; 1.096397e+00; 1.000000e+00; 5.902271e+01; 6.494086e+01; 2.929956e+02; 2.928106e+02; 1.303842e+00; 1.189957e+00; 1.511033e-01; 1.517327e-01
5.122737e-01; 1.096390e+00; 1.000000e+00; 5.901879e+01; 6.495198e+01; 2.929942e+02; 2.928182e+02; 1.303839e+00; 1.189926e+00; 1.510930e-01; 1.517548e-01
5.128708e-01; 1.096383e+00; 1.000000e+00; 5.901533e+01; 6.496274e+01; 2.929932e+02; 2.928252e+02; 1.303836e+00; 1.189898e+00; 1.510837e-01; 1.517763e-01
5.134678e-01; 1.096376e+00; 1.000000e+00; 5.901219e+01; 6.497290e+01; 2.929923e+02; 2.928315e+02; 1.303832e+00; 1.189872e+00; 1.510752e-01; 1.517967e-01
5.140649e-01; 1.096370e+00; 1.000000e+00; 5.900920e+01; 6.498211e+01; 2.929917e+02; 2.928373e+02; 1.303827e+00; 1.189849e+00; 1.510669e-01; 1.518152e-01
5.146619e-01; 1.096363e+00; 1.000000e+00; 5.900620e+01; 6.498990e+01; 2.929912e+02; 2.928425e+02; 1.303821e+00; 1.189827e+00; 1.510586e-01; 1.518307e-01
5.152589e-01; 1.096356e+00; 1.000000e+00; 5.900307e+01; 6.499580e+01; 2.929907e+02; 2.928472e+02; 1.303814e+00; 1.189808e+00; 1.510498e-01; 1.518421e-01
5.158559e-01; 1.096349e+00; 1.000000e+00; 5.899969e+01; 6.499934e+01; 2.929903e+02; 2.928515e+02; 1.303808e+00; 1.189791e+00; 1.510404e-01; 1.518482e-01
5.164529e-01; 1.096342e+00; 1.000000e+00; 5.899601e+01; 6.500016e+01; 2.929899e+02; 2.928553e+02; 1.303801e+00; 1.189776e+00; 1.510302e-01; 1.518481e-01
5.170499e-01; 1.096335e+00; 1.000000e+00; 5.899204e+01; 6.499804e+01; 2.929895e+02; 2.928587e+02; 1.303795e+00; 1.189762e+00; 1.510193e-01; 1.518414e-01
5.176469e-01; 1.096329e+00; 1.000000e+00; 5.898782e+01; 6.499296e+01; 2.929892e+02; 2.928616e+02; 1.303789e+00; 1.189750e+00; 1.510079e-01; 1.518280e-01
5.182439e-01; 1.096323e+00; 1.000000e+00; 5.898343e+01; 6.498510e+01; 2.929889e+02; 2.928641e+02; 1.303784e+00; 1.189740e+00; 1.509960e-01; 1.518084e-01
5.188409e-01; 1.096319e+00; 1.000000e+00; 5.897897e+01; 6.497485e+01; 2.929887e+02; 2.928660e+02; 1.303779e+00; 1.189732e+00; 1.509841e-01; 1.517834e-01
5.194379e-01; 1.096316e+00; 1.000000e+00; 5.897456e+01; 6.496276e+01; 2.929887e+02; 2.928672e+02; 1.303776e+00; 1.189727e+00; 1.509724e-01; 1.517545e-01
5.200350e-01; 1.096314e+00; 1.000000e+00; 5.897031e+01; 6.494953e+01; 2.929890e+02; 2.928678e+02; 1.303773e+00; 1.189725e+00; 1.509611e-01; 1.517233e-01
5.206320e-01; 1.096314e+00; 1.000000e+00; 5.896630e+01; 6.493589e+01; 2.929895e+02; 2.928676e+02; 1.303770e+00; 1.189726e+00; 1.509506e-01; 1.516916e-01
5.212291e-01; 1.096316e+00; 1.000000e+00; 5.896261e+01; 6.492262e+01; 2.929903e+02; 2.928665e+02; 1.303769e+00; 1.189730e+00; 1.509410e-01; 1.516611e-01
5.218262e-01; 1.096320e+00; 1.000000e+00; 5.895927e+01; 6.491039e+01; 2.929914e+02; 2.928646e+02; 1.303768e+00; 1.189738e+00; 1.509324e-01; 1.516336e-01
5.224233e-01; 1.096325e+00; 1.000000e+00; 5.895631e+01; 6.489975e+01; 2.929930e+02; 2.928618e+02; 1.303768e+00; 1.189749e+00; 1.509248e-01; 1.516102e-01
5.230204e-01; 1.096334e+00; 1.000000e+00; 5.895371e+01; 6.489108e+01; 2.929949e+02; 2.928581e+02; 1.303769e+00; 1.189764e+00; 1.509183e-01; 1.515918e-01
5.236176e-01; 1.096345e+00; 1.000000e+00; 5.895147e+01; 6.488454e+01; 2.929974e+02; 2.928538e+02; 1.303771e+00; 1.189782e+00; 1.509128e-01; 1.515788e-01
5.242147e-01; 1.096358e+00; 1.000000e+00; 5.894954e+01; 6.488008e+01; 2.930003e+02; 2.928489e+02; 1.303775e+00; 1.189802e+00; 1.509083e-01; 1.515709e-01
5.248119e-01; 1.096376e+00; 1.000000e+00; 5.894792e+01; 6.487747e+01; 2.930038e+02; 2.928435e+02; 1.303780e+00; 1.189823e+00; 1.509047e-01; 1.515676e-01
5.254091e-01; 1.096397e+00; 1.000000e+00; 5.894657e+01; 6.487629e+01; 2.930079e+02; 2.928379e+02; 1.303787e+00; 1.189846e+00; 1.509020e-01; 1.515677e-01
5.260063e-01; 1.096422e+00; 1.000000e+00; 5.894547e+01; 6.487604e+01; 2.930127e+02; 2.928322e+02; 1.303795e+00; 1.189869e+00; 1.509001e-01; 1.515701e-01
5.266035e-01; 1.096451e+00; 1.000000e+00; 5.894460e+01; 6.487616e+01; 2.930182e+02; 2.928267e+02; 1.303805e+00; 1.189892e+00; 1.508991e-01; 1.515732e-01
5.272007e-01; 1.096484e+00; 1.000000e+00; 5.894393e+01; 6.487609e+01; 2.930245e+02; 2.928214e+02; 1.303816e+00; 1.189913e+00; 1.508986e-01; 1.515758e-01
5.277979e-01; 1.096521e+00; 1.000000e+00; 5.894341e+01; 6.487537e+01; 2.930317e+02; 2.928166e+02; 1.303829e+00; 1.189933e+00; 1.508988e-01; 1.515766e-01
5.283951e-01; 1.096562e+00; 1.000000e+00; 5.894301e+01; 6.487362e+01; 2.930396e+02; 2.928122e+02; 1.303842e+00; 1.189951e+00; 1.508993e-01; 1.515748e-01
5.289923e-01; 1.096606e+00; 1.000000e+00; 5.894265e+01; 6.487063e+01; 2.930483e+02; 2.928084e+02; 1.303855e+00; 1.189966e+00; 1.508999e-01; 1.515698e-01
5.295895e-01; 1.096652e+00; 1.000000e+00; 5.894224e+01; 6.486633e+01; 2.930577e+02; 2.928053e+02; 1.303869e+00; 1.189979e+00; 1.509004e-01; 1.515613e-01
5.301867e-01; 1.096699e+00; 1.000000e+00; 5.894166e+01; 6.486078e+01; 2.930675e+02; 2.928027e+02; 1.303881e+00; 1.189989e+00; 1.509003e-01; 1.515497e-01
5.307840e-01; 1.096746e+00; 1.000000e+00; 5.894081e+01; 6.485418e+01; 2.930778e+02; 2.928007e+02; 1.303891e+00; 1.189998e+00; 1.508993e-01; 1.515353e-01
5.313812e-01; 1.096792e+00; 1.000000e+00; 5.893954e+01; 6.484682e+01; 2.930881e+02; 2.927991e+02; 1.303899e+00; 1.190004e+00; 1.508970e-01; 1.515189e-01
5.319785e-01; 1.096834e+00; 1.000000e+00; 5.893773e+01; 6.483903e+01; 2.930982e+02; 2.927981e+02; 1.303904e+00; 1.190008e+00; 1.508930e-01; 1.515013e-01
5.325758e-01; 1.096871e+00; 1.000000e+00; 5.893530e+01; 6.483116e+01; 2.931078e+02; 2.927974e+02; 1.303906e+00; 1.190011e+00; 1.508869e-01; 1.514832e-01
5.331730e-01; 1.096902e+00; 1.000000e+00; 5.893215e+01; 6.482350e+01; 2.931165e+02; 2.927971e+02; 1.303904e+00; 1.190012e+00; 1.508786e-01; 1.514655e-01
5.337703e-01; 1.096924e+00; 1.000000e+00; 5.892828e+01; 6.481630e+01; 2.931241e+02; 2.927971e+02; 1.303897e+00; 1.190012e+00; 1.508680e-01; 1.514487e-01
5.343677e-01; 1.096938e+00; 1.000000e+00; 5.892370e+01; 6.480974e+01; 2.931300e+02; 2.927974e+02; 1.303887e+00; 1.190011e+00; 1.508550e-01; 1.514332e-01
5.349650e-01; 1.096941e+00; 1.000000e+00; 5.891852e+01; 6.480390e+01; 2.931340e+02; 2.927979e+02; 1.303873e+00; 1.190009e+00; 1.508402e-01; 1.514193e-01
5.355623e-01; 1.096934e+00; 1.000000e+00; 5.891290e+01; 6.479875e+01; 2.931359e+02; 2.927988e+02; 1.303856e+00; 1.190005e+00; 1.508238e-01; 1.514068e-01
5.361596e-01; 1.096916e+00; 1.000000e+00; 5.890706e+01; 6.479421e+01; 2.931353e+02; 2.928000e+02; 1.303836e+00; 1.190000e+00; 1.508066e-01; 1.513956e-01
5.367570e-01; 1.096887e+00; 1.000000e+00; 5.890128e+01; 6.479015e+01; 2.931323e+02; 2.928015e+02; 1.303816e+00; 1.189994e+00; 1.507894e-01; 1.513853e-01
5.373543e-01; 1.096849e+00; 1.000000e+00; 5.889589e+01; 6.478639e+01; 2.931268e+02; 2.928034e+02; 1.303795e+00; 1.189986e+00; 1.507733e-01; 1.513755e-01
5.379517e-01; 1.096803e+00; 1.000000e+00; 5.889126e+01; 6.478276e+01; 2.931189e+02; 2.928057e+02; 1.303776e+00; 1.189977e+00; 1.507592e-01; 1.513659e-01
5.385490e-01; 1.096752e+00; 1.000000e+00; 5.888775e+01; 6.477910e+01; 2.931089e+02; 2.928083e+02; 1.303760e+00; 1.189966e+00; 1.507483e-01; 1.513559e-01
5.391464e-01; 1.096697e+00; 1.000000e+00; 5.888572e+01; 6.477531e+01; 2.930970e+02; 2.928114e+02; 1.303748e+00; 1.189954e+00; 1.507417e-01; 1.513455e-01
5.397437e-01; 1.096642e+00; 1.000000e+00; 5.888548e+01; 6.477131e+01; 2.930838e+02; 2.928147e+02; 1.303740e+00; 1.189940e+00; 1.507402e-01; 1.513344e-01
5.403411e-01; 1.096588e+00; 1.000000e+00; 5.888729e+01; 6.476710e+01; 2.930699e+02; 2.928184e+02; 1.303738e+00; 1.189925e+00; 1.507447e-01; 1.513227e-01
5.409385e-01; 1.096539e+00; 1.000000e+00; 5.889133e+01; 6.476273e+01; 2.930557e+02; 2.928224e+02; 1.303743e+00; 1.189909e+00; 1.507555e-01; 1.513104e-01
5.415358e-01; 1.096496e+00; 1.000000e+00; 5.889767e+01; 6.475828e+01; 2.930419e+02; 2.928266e+02; 1.303753e+00; 1.189892e+00; 1.507730e-01; 1.512979e-01
5.421332e-01; 1.096462e+00; 1.000000e+00; 5.890629e+01; 6.475386e+01; 2.930291e+02; 2.928309e+02; 1.303770e+00; 1.189875e+00; 1.507969e-01; 1.512853e-01
5.427306e-01; 1.096437e+00; 1.000000e+00; 5.891705e+01; 6.474961e+01; 2.930178e+02; 2.928353e+02; 1.303790e+00; 1.189857e+00; 1.508269e-01; 1.512731e-01
5.433279e-01; 1.096423e+00; 1.000000e+00; 5.892971e+01; 6.474565e+01; 2.930085e+02; 2.928397e+02; 1.303815e+00; 1.189839e+00; 1.508621e-01; 1.512616e-01
5.439253e-01; 1.096419e+00; 1.000000e+00; 5.894394e+01; 6.474210e+01; 2.930015e+02; 2.928441e+02; 1.303841e+00; 1.189821e+00; 1.509016e-01; 1.512510e-01
5.445227e-01; 1.096424e+00; 1.000000e+00; 5.895936e+01; 6.473907e+01; 2.929970e+02; 2.928483e+02; 1.303868e+00; 1.189804e+00; 1.509441e-01; 1.512418e-01
5.451201e-01; 1.096437e+00; 1.000000e+00; 5.897551e+01; 6.473663e+01; 2.929949e+02; 2.928524e+02; 1.303893e+00; 1.189787e+00; 1.509883e-01; 1.512339e-01
5.457174e-01; 1.096457e+00; 1.000000e+00; 5.899193e+01; 6.473485e+01; 2.929953e+02; 2.928563e+02; 1.303914e+00; 1.189771e+00; 1.510329e-01; 1.512278e-01
5.463148e-01; 1.096481e+00; 1.000000e+00; 5.900816e+01; 6.473377e+01; 2.929977e+02; 2.928600e+02; 1.303932e+00; 1.189757e+00; 1.510765e-01; 1.512234e-01
5.469122e-01; 1.096507e+00; 1.000000e+00; 5.902379e+01; 6.473345e+01; 2.930019e+02; 2.928634e+02; 1.303944e+00; 1.189743e+00; 1.511179e-01; 1.512208e-01
5.475096e-01; 1.096533e+00; 1.000000e+00; 5.903844e+01; 6.473390e+01; 2.930074e+02; 2.928665e+02; 1.303950e+00; 1.189730e+00; 1.511562e-01; 1.512203e-01
5.481069e-01; 1.096556e+00; 1.000000e+00; 5.905181e+01; 6.473517e+01; 2.930136e+02; 2.928693e+02; 1.303951e+00; 1.189719e+00; 1.511904e-01; 1.512218e-01
5.487043e-01; 1.096576e+00; 1.000000e+00; 5.906368e+01; 6.473730e+01; 2.930201e+02; 2.928717e+02; 1.303945e+00; 1.189709e+00; 1.512202e-01; 1.512256e-01
5.493017e-01; 1.096591e+00; 1.000000e+00; 5.907391e+01; 6.474033e+01; 2.930264e+02; 2.928738e+02; 1.303935e+00; 1.189700e+00; 1.512452e-01; 1.512315e-01
5.498990e-01; 1.096600e+00; 1.000000e+00; 5.908242e+01; 6.474427e+01; 2.930320e+02; 2.928755e+02; 1.303921e+00; 1.189694e+00; 1.512653e-01; 1.512399e-01
5.504964e-01; 1.096604e+00; 1.000000e+00; 5.908920e+01; 6.474914e+01; 2.930367e+02; 2.928768e+02; 1.303905e+00; 1.189688e+00; 1.512808e-01; 1.512506e-01
5.510937e-01; 1.096603e+00; 1.000000e+00; 5.909432e+01; 6.475491e+01; 2.930403e+02; 2.928777e+02; 1.303887e+00; 1.189684e+00; 1.512919e-01; 1.512636e-01
5.516910e-01; 1.096598e+00; 1.000000e+00; 5.909784e+01; 6.476153e+01; 2.930428e+02; 2.928782e+02; 1.303870e+00; 1.189682e+00; 1.512989e-01; 1.512788e-01
5.522884e-01; 1.096589e+00; 1.000000e+00; 5.909989e+01; 6.476889e+01; 2.930441e+02; 2.928784e+02; 1.303855e+00; 1.189682e+00; 1.513024e-01; 1.512959e-01
5.528857e-01; 1.096580e+00; 1.000000e+00; 5.910059e+01; 6.477680e+01; 2.930444e+02; 2.928782e+02; 1.303842e+00; 1.189683e+00; 1.513027e-01; 1.513145e-01
5.534830e-01; 1.096570e+00; 1.000000e+00; 5.910008e+01; 6.478505e+01; 2.930439e+02; 2.928776e+02; 1.303832e+00; 1.189685e+00; 1.513003e-01; 1.513340e-01
5.540803e-01; 1.096561e+00; 1.000000e+00; 5.909850e+01; 6.479335e+01; 2.930429e+02; 2.928768e+02; 1.303826e+00; 1.189688e+00; 1.512955e-01; 1.513539e-01
5.546775e-01; 1.096555e+00; 1.000000e+00; 5.909600e+01; 6.480135e+01; 2.930418e+02; 2.928757e+02; 1.303824e+00; 1.189693e+00; 1.512888e-01; 1.513731e-01
5.552748e-01; 1.096551e+00; 1.000000e+00; 5.909272e+01; 6.480869e+01; 2.930407e+02; 2.928744e+02; 1.303825e+00; 1.189698e+00; 1.512805e-01; 1.513909e-01
5.558720e-01; 1.096552e+00; 1.000000e+00; 5.908882e+01; 6.481498e+01; 2.930400e+02; 2.928729e+02; 1.303828e+00; 1.189704e+00; 1.512709e-01; 1.514064e-01
5.564693e-01; 1.096555e+00; 1.000000e+00; 5.908448e+01; 6.481983e+01; 2.930399e+02; 2.928714e+02; 1.303833e+00; 1.189710e+00; 1.512604e-01; 1.514185e-01
5.570665e-01; 1.096562e+00; 1.000000e+00; 5.907986e+01; 6.482289e+01; 2.930404e+02; 2.928697e+02; 1.303839e+00; 1.189717e+00; 1.512493e-01; 1.514265e-01
5.576638e-01; 1.096572e+00; 1.000000e+00; 5.907517e+01; 6.482388e+01; 2.930417e+02; 2.928680e+02; 1.303845e+00; 1.189724e+00; 1.512379e-01; 1.514297e-01
5.582610e-01; 1.096584e+00; 1.000000e+00; 5.907059e+01; 6.482259e+01; 2.930438e+02; 2.928662e+02; 1.303850e+00; 1.189731e+00; 1.512269e-01; 1.514276e-01
5.588582e-01; 1.096598e+00; 1.000000e+00; 5.906632e+01; 6.481893e+01; 2.930465e+02; 2.928644e+02; 1.303855e+00; 1.189738e+00; 1.512164e-01; 1.514200e-01
5.594555e-01; 1.096613e+00; 1.000000e+00; 5.906255e+01; 6.481293e+01; 2.930498e+02; 2.928625e+02; 1.303857e+00; 1.189746e+00; 1.512071e-01; 1.514070e-01
5.600528e-01; 1.096628e+00; 1.000000e+00; 5.905942e+01; 6.480478e+01; 2.930535e+02; 2.928606e+02; 1.303859e+00; 1.189754e+00; 1.511993e-01; 1.513889e-01
5.606500e-01; 1.096643e+00; 1.000000e+00; 5.905706e+01; 6.479478e+01; 2.930575e+02; 2.928585e+02; 1.303859e+00; 1.189763e+00; 1.511932e-01; 1.513667e-01
5.612473e-01; 1.096657e+00; 1.000000e+00; 5.905553e+01; 6.478340e+01; 2.930616e+02; 2.928561e+02; 1.303857e+00; 1.189772e+00; 1.511891e-01; 1.513413e-01
5.618446e-01; 1.096670e+00; 1.000000e+00; 5.905484e+01; 6.477120e+01; 2.930656e+02; 2.928536e+02; 1.303854e+00; 1.189782e+00; 1.511870e-01; 1.513141e-01
5.624419e-01; 1.096682e+00; 1.000000e+00; 5.905492e+01; 6.475884e+01; 2.930695e+02; 2.928507e+02; 1.303851e+00; 1.189794e+00; 1.511869e-01; 1.512867e-01
5.630393e-01; 1.096693e+00; 1.000000e+00; 5.905566e+01; 6.474704e+01; 2.930732e+02; 2.928476e+02; 1.303848e+00; 1.189807e+00; 1.511884e-01; 1.512608e-01
5.636367e-01; 1.096703e+00; 1.000000e+00; 5.905688e+01; 6.473651e+01; 2.930766e+02; 2.928440e+02; 1.303845e+00; 1.189821e+00; 1.511911e-01; 1.512380e-01
5.642340e-01; 1.096712e+00; 1.000000e+00; 5.905838e+01; 6.472795e+01; 2.930797e+02; 2.928401e+02; 1.303842e+00; 1.189837e+00; 1.511947e-01; 1.512200e-01
5.648314e-01; 1.096721e+00; 1.000000e+00; 5.905991e+01; 6.472196e+01; 2.930826e+02; 2.928358e+02; 1.303840e+00; 1.189855e+00; 1.511983e-01; 1.512083e-01
5.654289e-01; 1.096730e+00; 1.000000e+00; 5.906125e+01; 6.471901e+01; 2.930852e+02; 2.928312e+02; 1.303839e+00; 1.189874e+00; 1.512016e-01; 1.512037e-01
5.660263e-01; 1.096738e+00; 1.000000e+00; 5.906218e+01; 6.471942e+01; 2.930875e+02; 2.928263e+02; 1.303838e+00; 1.189893e+00; 1.512039e-01; 1.512072e-01
5.666237e-01; 1.096746e+00; 1.000000e+00; 5.906253e+01; 6.472330e+01; 2.930898e+02; 2.928214e+02; 1.303838e+00; 1.189913e+00; 1.512048e-01; 1.512188e-01
5.672211e-01; 1.096754e+00; 1.000000e+00; 5.906218e+01; 6.473059e+01; 2.930918e+02; 2.928164e+02; 1.303838e+00; 1.189933e+00; 1.512039e-01; 1.512384e-01
5.678186e-01; 1.096762e+00; 1.000000e+00; 5.906110e+01; 6.474099e+01; 2.930938e+02; 2.928116e+02; 1.303839e+00; 1.189953e+00; 1.512012e-01; 1.512652e-01
5.684160e-01; 1.096770e+00; 1.000000e+00; 5.905929e+01; 6.475407e+01; 2.930956e+02; 2.928072e+02; 1.303840e+00; 1.189971e+00; 1.511967e-01; 1.512980e-01
5.690134e-01; 1.096777e+00; 1.000000e+00; 5.905683e+01; 6.476921e+01; 2.930974e+02; 2.928032e+02; 1.303841e+00; 1.189987e+00; 1.511905e-01; 1.513355e-01
5.696107e-01; 1.096784e+00; 1.000000e+00; 5.905386e+01; 6.478572e+01; 2.930990e+02; 2.928000e+02; 1.303842e+00; 1.190000e+00; 1.511831e-01; 1.513757e-01
5.702081e-01; 1.096791e+00; 1.000000e+00; 5.905053e+01; 6.480284e+01; 2.931006e+02; 2.927975e+02; 1.303843e+00; 1.190010e+00; 1.511747e-01; 1.514170e-01
5.708054e-01; 1.096798e+00; 1.000000e+00; 5.904703e+01; 6.481982e+01; 2.931021e+02; 2.927960e+02; 1.303845e+00; 1.190017e+00; 1.511659e-01; 1.514575e-01
5.714027e-01; 1.096804e+00; 1.000000e+00; 5.904352e+01; 6.483598e+01; 2.931035e+02; 2.927955e+02; 1.303846e+00; 1.190019e+00; 1.511571e-01; 1.514955e-01
5.720000e-01; 1.096811e+00; 1.000000e+00; 5.904016e+01; 6.485071e+01; 2.931048e+02; 2.927960e+02; 1.303848e+00; 1.190016e+00; 1.511486e-01; 1.515296e-01
5.725973e-01; 1.096816e+00; 1.000000e+00; 5.903705e+01; 6.486355e+01; 2.931059e+02; 2.927977e+02; 1.303849e+00; 1.190010e+00; 1.511409e-01; 1.515588e-01
5.731945e-01; 1.096822e+00; 1.000000e+00; 5.903425e+01; 6.487420e+01; 2.931070e+02; 2.928004e+02; 1.303851e+00; 1.189999e+00; 1.511339e-01; 1.515822e-01
5.737917e-01; 1.096827e+00; 1.000000e+00; 5.903179e+01; 6.488249e+01; 2.931080e+02; 2.928041e+02; 1.303853e+00; 1.189984e+00; 1.511278e-01; 1.515997e-01
5.743889e-01; 1.096832e+00; 1.000000e+00; 5.902962e+01; 6.488844e+01; 2.931089e+02; 2.928086e+02; 1.303854e+00; 1.189965e+00; 1.511225e-01; 1.516113e-01
5.749861e-01; 1.096836e+00; 1.000000e+00; 5.902769e+01; 6.489217e+01; 2.931097e+02; 2.928139e+02; 1.303856e+00; 1.189944e+00; 1.511177e-01; 1.516172e-01
5.755833e-01; 1.096840e+00; 1.000000e+00; 5.902590e+01; 6.489392e+01; 2.931103e+02; 2.928197e+02; 1.303858e+00; 1.189920e+00; 1.511134e-01; 1.516183e-01
5.761805e-01; 1.096843e+00; 1.000000e+00; 5.902415e+01; 6.489401e+01; 2.931108e+02; 2.928260e+02; 1.303860e+00; 1.189894e+00; 1.511090e-01; 1.516153e-01
5.767776e-01; 1.096846e+00; 1.000000e+00; 5.902232e+01; 6.489279e+01; 2.931113e+02; 2.928326e+02; 1.303861e+00; 1.189868e+00; 1.511045e-01; 1.516090e-01
5.773748e-01; 1.096848e+00; 1.000000e+00; 5.902034e+01; 6.489064e+01; 2.931115e+02; 2.928394e+02; 1.303862e+00; 1.189840e+00; 1.510996e-01; 1.516005e-01
5.779720e-01; 1.096849e+00; 1.000000e+00; 5.901814e+01; 6.488788e+01; 2.931116e+02; 2.928461e+02; 1.303863e+00; 1.189813e+00; 1.510941e-01; 1.515906e-01
5.785691e-01; 1.096850e+00; 1.000000e+00; 5.901567e+01; 6.488484e+01; 2.931116e+02; 2.928528e+02; 1.303864e+00; 1.189786e+00; 1.510879e-01; 1.515800e-01
5.791663e-01; 1.096849e+00; 1.000000e+00; 5.901293e+01; 6.488177e+01; 2.931114e+02; 2.928593e+02; 1.303864e+00; 1.189759e+00; 1.510809e-01; 1.515695e-01
5.797635e-01; 1.096848e+00; 1.000000e+00; 5.900993e+01; 6.487887e+01; 2.931109e+02; 2.928655e+02; 1.303864e+00; 1.189734e+00; 1.510732e-01; 1.515595e-01
5.803606e-01; 1.096845e+00; 1.000000e+00; 5.900670e+01; 6.487629e+01; 2.931103e+02; 2.928715e+02; 1.303864e+00; 1.189710e+00; 1.510648e-01; 1.515503e-01
5.809578e-01; 1.096840e+00; 1.000000e+00; 5.900328e+01; 6.487413e+01; 2.931094e+02; 2.928771e+02; 1.303863e+00; 1.189687e+00; 1.510560e-01; 1.515424e-01
5.815549e-01; 1.096834e+00; 1.000000e+00; 5.899971e+01; 6.487246e+01; 2.931082e+02; 2.928824e+02; 1.303861e+00; 1.189666e+00; 1.510466e-01; 1.515358e-01
5.821521e-01; 1.096827e+00; 1.000000e+00; 5.899602e+01; 6.487130e+01; 2.931068e+02; 2.928873e+02; 1.303858e+00; 1.189646e+00; 1.510369e-01; 1.515305e-01
5.827492e-01; 1.096817e+00; 1.000000e+00; 5.899226e+01; 6.487068e+01; 2.931050e+02; 2.928918e+02; 1.303854e+00; 1.189627e+00; 1.510268e-01; 1.515267e-01
5.833464e-01; 1.096805e+00; 1.000000e+00; 5.898841e+01; 6.487061e+01; 2.931028e+02; 2.928959e+02; 1.303850e+00; 1.189610e+00; 1.510164e-01; 1.515244e-01
5.839435e-01; 1.096790e+00; 1.000000e+00; 5.898450e+01; 6.487109e+01; 2.931002e+02; 2.928997e+02; 1.303844e+00; 1.189595e+00; 1.510057e-01; 1.515236e-01
5.845407e-01; 1.096773e+00; 1.000000e+00; 5.898051e+01; 6.487210e+01; 2.930971e+02; 2.929031e+02; 1.303837e+00; 1.189581e+00; 1.509947e-01; 1.515242e-01
5.851378e-01; 1.096753e+00; 1.000000e+00; 5.897643e+01; 6.487364e+01; 2.930935e+02; 2.929061e+02; 1.303829e+00; 1.189569e+00; 1.509833e-01; 1.515263e-01
5.857349e-01; 1.096730e+00; 1.000000e+00; 5.897225e+01; 6.487566e+01; 2.930894e+02; 2.929086e+02; 1.303820e+00; 1.189559e+00; 1.509716e-01; 1.515296e-01
5.863321e-01; 1.096704e+00; 1.000000e+00; 5.896798e+01; 6.487810e+01; 2.930847e+02; 2.929108e+02; 1.303810e+00; 1.189550e+00; 1.509595e-01; 1.515342e-01
5.869292e-01; 1.096675e+00; 1.000000e+00; 5.896364e+01; 6.488088e+01; 2.930795e+02; 2.929127e+02; 1.303799e+00; 1.189543e+00; 1.509471e-01; 1.515398e-01
5.875263e-01; 1.096644e+00; 1.000000e+00; 5.895926e+01; 6.488388e+01; 2.930736e+02; 2.929141e+02; 1.303788e+00; 1.189537e+00; 1.509346e-01; 1.515460e-01
5.881234e-01; 1.096610e+00; 1.000000e+00; 5.895491e+01; 6.488696e+01; 2.930673e+02; 2.929152e+02; 1.303776e+00; 1.189532e+00; 1.509221e-01; 1.515527e-01
5.887205e-01; 1.096575e+00; 1.000000e+00; 5.895066e+01; 6.488998e+01; 2.930605e+02; 2.929159e+02; 1.303765e+00; 1.189529e+00; 1.509100e-01; 1.515593e-01
5.893176e-01; 1.096540e+00; 1.000000e+00; 5.894663e+01; 6.489277e+01; 2.930534e+02; 2.929163e+02; 1.303755e+00; 1.189528e+00; 1.508985e-01; 1.515657e-01
5.899147e-01; 1.096505e+00; 1.000000e+00; 5.894292e+01; 6.489520e+01; 2.930460e+02; 2.929164e+02; 1.303746e+00; 1.189527e+00; 1.508879e-01; 1.515713e-01
5.905118e-01; 1.096471e+00; 1.000000e+00; 5.893964e+01; 6.489714e+01; 2.930386e+02; 2.929161e+02; 1.303738e+00; 1.189528e+00; 1.508786e-01; 1.515759e-01
5.911089e-01; 1.096439e+00; 1.000000e+00; 5.893691e+01; 6.489850e+01; 2.930314e+02; 2.929155e+02; 1.303732e+00; 1.189531e+00; 1.508709e-01; 1.515794e-01
5.917060e-01; 1.096410e+00; 1.000000e+00; 5.893483e+01; 6.489924e+01; 2.930246e+02; 2.929147e+02; 1.303729e+00; 1.189534e+00; 1.508652e-01; 1.515816e-01
5.923031e-01; 1.096386e+00; 1.000000e+00; 5.893349e+01; 6.489937e+01; 2.930183e+02; 2.929135e+02; 1.303728e+00; 1.189539e+00; 1.508617e-01; 1.515825e-01
