t (s);p(0) (bar); p(L) (bar);v(0) m/s; v(L) (m/s);T(0) (C); T(L) (C);rho(0) (kg/m3); rho(L) (kg/m3);mp(0) (kg/s), mp(L) (kg/s)
2.067874e-02; 1.077312e+00; 1.000000e+00; 1.753624e+01; 1.069922e-13; 2.884270e+02; 2.930000e+02; 1.301439e+00; 1.189188e+00; 4.481159e-02; 2.498231e-16
2.134260e-02; 1.077328e+00; 1.000000e+00; 1.752601e+01; 7.132814e-14; 2.884811e+02; 2.930000e+02; 1.301213e+00; 1.189188e+00; 4.477767e-02; 1.665487e-16
2.200625e-02; 1.077343e+00; 1.000000e+00; 1.751567e+01; 7.132814e-14; 2.885348e+02; 2.930000e+02; 1.300990e+00; 1.189188e+00; 4.474355e-02; 1.665487e-16
2.266979e-02; 1.077358e+00; 1.000000e+00; 1.750524e+01; 0.000000e+00; 2.885879e+02; 2.930000e+02; 1.300769e+00; 1.189188e+00; 4.470931e-02; 0.000000e+00
2.333330e-02; 1.077374e+00; 1.000000e+00; 1.749470e+01; 1.069922e-13; 2.886406e+02; 2.930000e+02; 1.300550e+00; 1.189188e+00; 4.467489e-02; 2.498231e-16
2.399692e-02; 1.077389e+00; 1.000000e+00; 1.748407e+01; 0.000000e+00; 2.886927e+02; 2.930000e+02; 1.300334e+00; 1.189188e+00; 4.464032e-02; 0.000000e+00
2.466076e-02; 1.077405e+00; 1.000000e+00; 1.747334e+01; 0.000000e+00; 2.887444e+02; 2.930000e+02; 1.300120e+00; 1.189188e+00; 4.460557e-02; 0.000000e+00
2.532496e-02; 1.077420e+00; 1.000000e+00; 1.746250e+01; 7.132814e-14; 2.887955e+02; 2.930000e+02; 1.299908e+00; 1.189188e+00; 4.457065e-02; 1.665487e-16
2.598968e-02; 1.077436e+00; 9.999902e-01; 1.745154e+01; 0.000000e+00; 2.888462e+02; 2.929992e+02; 1.299700e+00; 1.189180e+00; 4.453554e-02; 0.000000e+00
2.665437e-02; 1.077452e+00; 1.000000e+00; 1.744050e+01; 4.723001e-02; 2.888963e+02; 2.930020e+02; 1.299493e+00; 1.189180e+00; 4.450027e-02; 1.102797e-04
2.731871e-02; 1.077468e+00; 1.000000e+00; 1.742937e+01; 6.450364e-01; 2.889460e+02; 2.930020e+02; 1.299289e+00; 1.189180e+00; 4.446489e-02; 1.506127e-03
2.798275e-02; 1.077483e+00; 1.000000e+00; 1.741815e+01; 4.026814e+00; 2.889951e+02; 2.929987e+02; 1.299087e+00; 1.189193e+00; 4.442938e-02; 9.402513e-03
2.864650e-02; 1.077500e+00; 1.000000e+00; 1.740685e+01; 1.588766e+01; 2.890438e+02; 2.929214e+02; 1.298888e+00; 1.189507e+00; 4.439372e-02; 3.710708e-02
2.930973e-02; 1.077516e+00; 1.000000e+00; 1.739545e+01; 3.465574e+01; 2.890920e+02; 2.923430e+02; 1.298690e+00; 1.191861e+00; 4.435792e-02; 8.110181e-02
2.995519e-02; 1.077531e+00; 1.000000e+00; 1.738431e+01; 4.107943e+01; 2.891397e+02; 2.913795e+02; 1.298495e+00; 1.195802e+00; 4.432285e-02; 9.645248e-02
3.059079e-02; 1.077548e+00; 1.000000e+00; 1.737334e+01; 3.765365e+01; 2.891869e+02; 2.912269e+02; 1.298303e+00; 1.196428e+00; 4.428832e-02; 8.845523e-02
3.123228e-02; 1.077565e+00; 1.000000e+00; 1.736207e+01; 3.452807e+01; 2.892336e+02; 2.916263e+02; 1.298113e+00; 1.194790e+00; 4.425313e-02; 8.100162e-02
3.187374e-02; 1.077580e+00; 1.000000e+00; 1.735064e+01; 3.372133e+01; 2.892799e+02; 2.920276e+02; 1.297925e+00; 1.193148e+00; 4.421758e-02; 7.900030e-02
3.251519e-02; 1.077596e+00; 1.000000e+00; 1.733913e+01; 3.402980e+01; 2.893254e+02; 2.922791e+02; 1.297740e+00; 1.192121e+00; 4.418194e-02; 7.965437e-02
3.315733e-02; 1.077612e+00; 1.000000e+00; 1.732752e+01; 3.433405e+01; 2.893703e+02; 2.924264e+02; 1.297558e+00; 1.191520e+00; 4.414618e-02; 8.032605e-02
3.379905e-02; 1.077628e+00; 1.000000e+00; 1.731584e+01; 3.437786e+01; 2.894146e+02; 2.925426e+02; 1.297379e+00; 1.191047e+00; 4.411031e-02; 8.039660e-02
3.444099e-02; 1.077645e+00; 1.000000e+00; 1.730405e+01; 3.429080e+01; 2.894583e+02; 2.926627e+02; 1.297202e+00; 1.190558e+00; 4.407429e-02; 8.016009e-02
3.508334e-02; 1.077661e+00; 1.000000e+00; 1.729217e+01; 3.420774e+01; 2.895015e+02; 2.927879e+02; 1.297028e+00; 1.190049e+00; 4.403812e-02; 7.993172e-02
3.572541e-02; 1.077677e+00; 1.000000e+00; 1.728021e+01; 3.415010e+01; 2.895443e+02; 2.929099e+02; 1.296856e+00; 1.189554e+00; 4.400185e-02; 7.976380e-02
3.636761e-02; 1.077694e+00; 1.000000e+00; 1.726818e+01; 3.410304e+01; 2.895865e+02; 2.930238e+02; 1.296687e+00; 1.189091e+00; 4.396545e-02; 7.962295e-02
3.701025e-02; 1.077710e+00; 1.000000e+00; 1.725605e+01; 3.406098e+01; 2.896283e+02; 2.931281e+02; 1.296520e+00; 1.188668e+00; 4.392890e-02; 7.949644e-02
3.765263e-02; 1.077727e+00; 1.000000e+00; 1.724386e+01; 3.401458e+01; 2.896697e+02; 2.932237e+02; 1.296354e+00; 1.188281e+00; 4.389228e-02; 7.936224e-02
3.829507e-02; 1.077743e+00; 1.000000e+00; 1.723159e+01; 3.396842e+01; 2.897106e+02; 2.933115e+02; 1.296191e+00; 1.187925e+00; 4.385553e-02; 7.923084e-02
3.893788e-02; 1.077760e+00; 1.000000e+00; 1.721924e+01; 3.392257e+01; 2.897510e+02; 2.933921e+02; 1.296030e+00; 1.187599e+00; 4.381865e-02; 7.910216e-02
3.958059e-02; 1.077777e+00; 1.000000e+00; 1.720683e+01; 3.387509e+01; 2.897910e+02; 2.934658e+02; 1.295871e+00; 1.187300e+00; 4.378170e-02; 7.897159e-02
4.022327e-02; 1.077793e+00; 1.000000e+00; 1.719434e+01; 3.382968e+01; 2.898306e+02; 2.935330e+02; 1.295715e+00; 1.187029e+00; 4.374464e-02; 7.884769e-02
4.086619e-02; 1.077810e+00; 1.000000e+00; 1.718178e+01; 3.378309e+01; 2.898698e+02; 2.935938e+02; 1.295560e+00; 1.186783e+00; 4.370746e-02; 7.872280e-02
4.150926e-02; 1.077827e+00; 1.000000e+00; 1.716915e+01; 3.373695e+01; 2.899085e+02; 2.936484e+02; 1.295407e+00; 1.186562e+00; 4.367018e-02; 7.860066e-02
4.215224e-02; 1.077844e+00; 1.000000e+00; 1.715646e+01; 3.369138e+01; 2.899468e+02; 2.936971e+02; 1.295256e+00; 1.186365e+00; 4.363282e-02; 7.848146e-02
4.279532e-02; 1.077861e+00; 1.000000e+00; 1.714370e+01; 3.364473e+01; 2.899847e+02; 2.937403e+02; 1.295107e+00; 1.186191e+00; 4.359535e-02; 7.836126e-02
4.343873e-02; 1.077878e+00; 1.000000e+00; 1.713087e+01; 3.359914e+01; 2.900222e+02; 2.937783e+02; 1.294961e+00; 1.186038e+00; 4.355778e-02; 7.824498e-02
4.408204e-02; 1.077895e+00; 1.000000e+00; 1.711798e+01; 3.355286e+01; 2.900592e+02; 2.938112e+02; 1.294816e+00; 1.185905e+00; 4.352015e-02; 7.812845e-02
4.472536e-02; 1.077912e+00; 1.000000e+00; 1.710503e+01; 3.350677e+01; 2.900958e+02; 2.938394e+02; 1.294673e+00; 1.185791e+00; 4.348242e-02; 7.801364e-02
4.536888e-02; 1.077929e+00; 1.000000e+00; 1.709201e+01; 3.346097e+01; 2.901320e+02; 2.938632e+02; 1.294532e+00; 1.185695e+00; 4.344460e-02; 7.790070e-02
4.601256e-02; 1.077947e+00; 1.000000e+00; 1.707894e+01; 3.341462e+01; 2.901678e+02; 2.938829e+02; 1.294393e+00; 1.185615e+00; 4.340671e-02; 7.778757e-02
4.665618e-02; 1.077964e+00; 1.000000e+00; 1.706582e+01; 3.336888e+01; 2.902032e+02; 2.938987e+02; 1.294256e+00; 1.185552e+00; 4.336876e-02; 7.767693e-02
4.729988e-02; 1.077981e+00; 1.000000e+00; 1.705263e+01; 3.332271e+01; 2.902382e+02; 2.939109e+02; 1.294121e+00; 1.185502e+00; 4.333073e-02; 7.756622e-02
4.794382e-02; 1.077998e+00; 1.000000e+00; 1.703939e+01; 3.327676e+01; 2.902728e+02; 2.939198e+02; 1.293987e+00; 1.185467e+00; 4.329262e-02; 7.745691e-02
4.858779e-02; 1.078016e+00; 1.000000e+00; 1.702610e+01; 3.323095e+01; 2.903069e+02; 2.939256e+02; 1.293856e+00; 1.185443e+00; 4.325447e-02; 7.734875e-02
4.923176e-02; 1.078033e+00; 1.000000e+00; 1.701277e+01; 3.318485e+01; 2.903407e+02; 2.939287e+02; 1.293726e+00; 1.185431e+00; 4.321626e-02; 7.724066e-02
4.987585e-02; 1.078051e+00; 1.000000e+00; 1.699938e+01; 3.313908e+01; 2.903741e+02; 2.939292e+02; 1.293598e+00; 1.185429e+00; 4.317799e-02; 7.713398e-02
5.052021e-02; 1.078068e+00; 1.000000e+00; 1.698595e+01; 3.309304e+01; 2.904071e+02; 2.939274e+02; 1.293472e+00; 1.185436e+00; 4.313967e-02; 7.702730e-02
5.116450e-02; 1.078086e+00; 1.000000e+00; 1.697249e+01; 3.304723e+01; 2.904396e+02; 2.939235e+02; 1.293348e+00; 1.185451e+00; 4.310134e-02; 7.692166e-02
5.180883e-02; 1.078103e+00; 1.000000e+00; 1.695898e+01; 3.300139e+01; 2.904718e+02; 2.939179e+02; 1.293226e+00; 1.185474e+00; 4.306297e-02; 7.681645e-02
5.245332e-02; 1.078121e+00; 1.000000e+00; 1.694551e+01; 3.295549e+01; 2.905036e+02; 2.939106e+02; 1.293106e+00; 1.185504e+00; 4.302476e-02; 7.671151e-02
5.309798e-02; 1.078141e+00; 1.000000e+00; 1.693258e+01; 3.290979e+01; 2.905351e+02; 2.939019e+02; 1.292989e+00; 1.185539e+00; 4.298808e-02; 7.660741e-02
5.374261e-02; 1.078170e+00; 1.000000e+00; 1.692276e+01; 3.286398e+01; 2.905663e+02; 2.938920e+02; 1.292886e+00; 1.185579e+00; 4.295971e-02; 7.650334e-02
5.438732e-02; 1.078236e+00; 1.000000e+00; 1.692569e+01; 3.281832e+01; 2.905982e+02; 2.938811e+02; 1.292823e+00; 1.185622e+00; 4.296505e-02; 7.639988e-02
5.503219e-02; 1.078402e+00; 1.000000e+00; 1.697002e+01; 3.277266e+01; 2.906336e+02; 2.938694e+02; 1.292864e+00; 1.185670e+00; 4.307895e-02; 7.629662e-02
5.567718e-02; 1.078796e+00; 1.000000e+00; 1.712392e+01; 3.272708e+01; 2.906800e+02; 2.938571e+02; 1.293130e+00; 1.185719e+00; 4.347857e-02; 7.619371e-02
5.632217e-02; 1.079628e+00; 1.000000e+00; 1.751819e+01; 3.268168e+01; 2.907540e+02; 2.938442e+02; 1.293799e+00; 1.185771e+00; 4.450266e-02; 7.609132e-02
5.696724e-02; 1.081185e+00; 1.000000e+00; 1.835279e+01; 3.263630e+01; 2.908850e+02; 2.938311e+02; 1.295080e+00; 1.185824e+00; 4.666902e-02; 7.598907e-02
5.761252e-02; 1.083760e+00; 1.000000e+00; 1.986019e+01; 3.259109e+01; 2.911180e+02; 2.938178e+02; 1.297126e+00; 1.185878e+00; 5.058194e-02; 7.588726e-02
5.825788e-02; 1.087490e+00; 1.000000e+00; 2.221310e+01; 3.254588e+01; 2.915081e+02; 2.938044e+02; 1.299848e+00; 1.185932e+00; 5.669328e-02; 7.578543e-02
5.890333e-02; 1.092080e+00; 1.000000e+00; 2.540856e+01; 3.250066e+01; 2.921033e+02; 2.937911e+02; 1.302675e+00; 1.185986e+00; 6.498990e-02; 7.568357e-02
5.954909e-02; 1.096606e+00; 1.000000e+00; 2.920771e+01; 3.245544e+01; 2.929068e+02; 2.937780e+02; 1.304485e+00; 1.186039e+00; 7.481117e-02; 7.558163e-02
6.019513e-02; 1.099726e+00; 1.000000e+00; 3.320217e+01; 3.241026e+01; 2.938358e+02; 2.937652e+02; 1.304061e+00; 1.186090e+00; 8.501475e-02; 7.547972e-02
6.084118e-02; 1.100395e+00; 1.000000e+00; 3.698668e+01; 3.236524e+01; 2.947136e+02; 2.937527e+02; 1.300967e+00; 1.186141e+00; 9.448038e-02; 7.537806e-02
6.148035e-02; 1.098517e+00; 1.000000e+00; 4.027012e+01; 3.232075e+01; 2.953301e+02; 2.937409e+02; 1.296036e+00; 1.186188e+00; 1.024778e-01; 7.527745e-02
6.211347e-02; 1.094940e+00; 1.000000e+00; 4.298222e+01; 3.227608e+01; 2.955410e+02; 2.937298e+02; 1.290895e+00; 1.186233e+00; 1.089456e-01; 7.517628e-02
6.274196e-02; 1.090781e+00; 1.000000e+00; 4.514429e+01; 3.223182e+01; 2.953317e+02; 2.937194e+02; 1.286903e+00; 1.186275e+00; 1.140718e-01; 7.507585e-02
6.336715e-02; 1.086989e+00; 1.000000e+00; 4.679708e+01; 3.218810e+01; 2.947971e+02; 2.937096e+02; 1.284754e+00; 1.186315e+00; 1.180507e-01; 7.497650e-02
6.399021e-02; 1.084169e+00; 1.000000e+00; 4.796518e+01; 3.214483e+01; 2.940877e+02; 2.937006e+02; 1.284512e+00; 1.186351e+00; 1.209746e-01; 7.487802e-02
6.461206e-02; 1.082572e+00; 1.000000e+00; 4.865145e+01; 3.210189e+01; 2.933585e+02; 2.936922e+02; 1.285809e+00; 1.186385e+00; 1.228293e-01; 7.478012e-02
6.523350e-02; 1.082149e+00; 1.000000e+00; 4.885558e+01; 3.205922e+01; 2.927336e+02; 2.936846e+02; 1.288050e+00; 1.186416e+00; 1.235597e-01; 7.468266e-02
6.585520e-02; 1.082636e+00; 1.000000e+00; 4.860738e+01; 3.201674e+01; 2.922889e+02; 2.936778e+02; 1.290590e+00; 1.186443e+00; 1.231744e-01; 7.458542e-02
6.647714e-02; 1.083656e+00; 1.000000e+00; 4.799796e+01; 3.197444e+01; 2.920488e+02; 2.936717e+02; 1.292868e+00; 1.186468e+00; 1.218448e-01; 7.448842e-02
6.709804e-02; 1.084820e+00; 1.000000e+00; 4.718914e+01; 3.193234e+01; 2.919931e+02; 2.936664e+02; 1.294503e+00; 1.186489e+00; 1.199430e-01; 7.439169e-02
6.771805e-02; 1.085823e+00; 1.000000e+00; 4.637861e+01; 3.189030e+01; 2.920718e+02; 2.936620e+02; 1.295351e+00; 1.186507e+00; 1.179601e-01; 7.429489e-02
6.833752e-02; 1.086496e+00; 1.000000e+00; 4.573983e+01; 3.184843e+01; 2.922231e+02; 2.936583e+02; 1.295482e+00; 1.186522e+00; 1.163472e-01; 7.419826e-02
6.895657e-02; 1.086804e+00; 1.000000e+00; 4.536951e+01; 3.180677e+01; 2.923903e+02; 2.936554e+02; 1.295110e+00; 1.186534e+00; 1.153720e-01; 7.410193e-02
6.957521e-02; 1.086821e+00; 1.000000e+00; 4.526719e+01; 3.176530e+01; 2.925326e+02; 2.936533e+02; 1.294499e+00; 1.186542e+00; 1.150576e-01; 7.400585e-02
7.019364e-02; 1.086668e+00; 1.000000e+00; 4.535499e+01; 3.172399e+01; 2.926300e+02; 2.936520e+02; 1.293886e+00; 1.186547e+00; 1.152262e-01; 7.390993e-02
7.081190e-02; 1.086470e+00; 1.000000e+00; 4.552130e+01; 3.168284e+01; 2.926810e+02; 2.936515e+02; 1.293425e+00; 1.186550e+00; 1.156074e-01; 7.381421e-02
7.143011e-02; 1.086318e+00; 1.000000e+00; 4.566483e+01; 3.164184e+01; 2.926965e+02; 2.936516e+02; 1.293176e+00; 1.186549e+00; 1.159497e-01; 7.371863e-02
7.204836e-02; 1.086261e+00; 1.000000e+00; 4.572328e+01; 3.160096e+01; 2.926925e+02; 2.936525e+02; 1.293125e+00; 1.186546e+00; 1.160935e-01; 7.362318e-02
7.266672e-02; 1.086301e+00; 1.000000e+00; 4.568128e+01; 3.156018e+01; 2.926841e+02; 2.936541e+02; 1.293210e+00; 1.186539e+00; 1.159944e-01; 7.352778e-02
7.328519e-02; 1.086413e+00; 1.000000e+00; 4.556083e+01; 3.151945e+01; 2.926817e+02; 2.936563e+02; 1.293354e+00; 1.186530e+00; 1.157015e-01; 7.343234e-02
7.390382e-02; 1.086558e+00; 1.000000e+00; 4.540216e+01; 3.147868e+01; 2.926899e+02; 2.936591e+02; 1.293491e+00; 1.186519e+00; 1.153107e-01; 7.333664e-02
7.452262e-02; 1.086701e+00; 1.000000e+00; 4.524418e+01; 3.143774e+01; 2.927078e+02; 2.936626e+02; 1.293582e+00; 1.186505e+00; 1.149176e-01; 7.324039e-02
7.514161e-02; 1.086819e+00; 1.000000e+00; 4.511157e+01; 3.139642e+01; 2.927315e+02; 2.936666e+02; 1.293617e+00; 1.186488e+00; 1.145839e-01; 7.314314e-02
7.576078e-02; 1.086906e+00; 1.000000e+00; 4.501108e+01; 3.135445e+01; 2.927564e+02; 2.936712e+02; 1.293610e+00; 1.186470e+00; 1.143281e-01; 7.304421e-02
7.638013e-02; 1.086968e+00; 1.000000e+00; 4.493563e+01; 3.131142e+01; 2.927787e+02; 2.936764e+02; 1.293586e+00; 1.186449e+00; 1.141342e-01; 7.294269e-02
7.699966e-02; 1.087017e+00; 1.000000e+00; 4.487206e+01; 3.126685e+01; 2.927966e+02; 2.936820e+02; 1.293566e+00; 1.186426e+00; 1.139710e-01; 7.283744e-02
7.761938e-02; 1.087067e+00; 1.000000e+00; 4.480825e+01; 3.122017e+01; 2.928100e+02; 2.936882e+02; 1.293565e+00; 1.186401e+00; 1.138089e-01; 7.272717e-02
7.823928e-02; 1.087122e+00; 1.000000e+00; 4.473722e+01; 3.117095e+01; 2.928202e+02; 2.936950e+02; 1.293586e+00; 1.186374e+00; 1.136303e-01; 7.261086e-02
7.885937e-02; 1.087185e+00; 1.000000e+00; 4.465773e+01; 3.111940e+01; 2.928284e+02; 2.937021e+02; 1.293625e+00; 1.186345e+00; 1.134318e-01; 7.248900e-02
7.947964e-02; 1.087253e+00; 1.000000e+00; 4.457244e+01; 3.106785e+01; 2.928358e+02; 2.937096e+02; 1.293674e+00; 1.186315e+00; 1.132194e-01; 7.236707e-02
8.010009e-02; 1.087323e+00; 1.000000e+00; 4.448536e+01; 3.102438e+01; 2.928429e+02; 2.937170e+02; 1.293725e+00; 1.186285e+00; 1.130027e-01; 7.226400e-02
8.072073e-02; 1.087391e+00; 1.000000e+00; 4.439967e+01; 3.101023e+01; 2.928498e+02; 2.937233e+02; 1.293776e+00; 1.186260e+00; 1.127895e-01; 7.222950e-02
8.134155e-02; 1.087456e+00; 1.000000e+00; 4.431683e+01; 3.107282e+01; 2.928560e+02; 2.937261e+02; 1.293826e+00; 1.186248e+00; 1.125834e-01; 7.237457e-02
8.196255e-02; 1.087518e+00; 1.000000e+00; 4.423670e+01; 3.130570e+01; 2.928613e+02; 2.937209e+02; 1.293876e+00; 1.186269e+00; 1.123842e-01; 7.291830e-02
8.258374e-02; 1.087578e+00; 1.000000e+00; 4.415821e+01; 3.187555e+01; 2.928654e+02; 2.936989e+02; 1.293929e+00; 1.186358e+00; 1.121894e-01; 7.425119e-02
8.320511e-02; 1.087637e+00; 1.000000e+00; 4.408022e+01; 3.305332e+01; 2.928684e+02; 2.936451e+02; 1.293986e+00; 1.186575e+00; 1.119961e-01; 7.700879e-02
8.382666e-02; 1.087695e+00; 1.000000e+00; 4.400196e+01; 3.523116e+01; 2.928703e+02; 2.935353e+02; 1.294047e+00; 1.187019e+00; 1.118026e-01; 8.211352e-02
8.444839e-02; 1.087754e+00; 1.000000e+00; 4.392319e+01; 3.884543e+01; 2.928714e+02; 2.933341e+02; 1.294112e+00; 1.187834e+00; 1.116081e-01; 9.059942e-02
8.507030e-02; 1.087813e+00; 1.000000e+00; 4.384409e+01; 4.399868e+01; 2.928716e+02; 2.930077e+02; 1.294181e+00; 1.189157e+00; 1.114130e-01; 1.027327e-01
8.569237e-02; 1.087871e+00; 1.000000e+00; 4.376494e+01; 4.974800e+01; 2.928712e+02; 2.925757e+02; 1.294252e+00; 1.190912e+00; 1.112180e-01; 1.163283e-01
8.631259e-02; 1.087928e+00; 1.000000e+00; 4.368627e+01; 5.422088e+01; 2.928702e+02; 2.921786e+02; 1.294325e+00; 1.192531e+00; 1.110243e-01; 1.269598e-01
8.692640e-02; 1.087985e+00; 1.000000e+00; 4.360859e+01; 5.650302e+01; 2.928685e+02; 2.920091e+02; 1.294399e+00; 1.193223e+00; 1.108333e-01; 1.323803e-01
8.753649e-02; 1.088041e+00; 1.000000e+00; 4.353119e+01; 5.736900e+01; 2.928662e+02; 2.921213e+02; 1.294476e+00; 1.192765e+00; 1.106431e-01; 1.343575e-01
8.814373e-02; 1.088095e+00; 1.000000e+00; 4.345432e+01; 5.774355e+01; 2.928632e+02; 2.924262e+02; 1.294554e+00; 1.191521e+00; 1.104544e-01; 1.350937e-01
8.874930e-02; 1.088150e+00; 1.000000e+00; 4.337795e+01; 5.800712e+01; 2.928596e+02; 2.928104e+02; 1.294635e+00; 1.189958e+00; 1.102672e-01; 1.355323e-01
8.935404e-02; 1.088203e+00; 1.000000e+00; 4.330204e+01; 5.820240e+01; 2.928555e+02; 2.932021e+02; 1.294717e+00; 1.188368e+00; 1.100811e-01; 1.358069e-01
